timestamp,symbol,exchange,open,high,low,close,volume,rsi,adj_close
2025-01-15T00:00:00.000Z,BTC/USD,alpaca,-0.9026812970702245,-0.873720785464121,-0.7032248410180197,-0.7222780659644619,-0.44890716887161647,-0.7222780659644619
2025-01-15T04:00:00.000Z,BTC/USD,alpaca,-0.6881966180642656,-0.934674114519815,-0.7286004358132286,-0.8853852835355767,-0.14502772642689069,-0.8853852835355767,47.85226226767142
2025-01-15T08:00:00.000Z,BTC/USD,alpaca,-0.857896251604641,-1.0686856436835364,-0.8946654959413621,-1.1480098772598495,-0.3714921167763161,-1.1480098772598495,43.41561570886033
2025-01-15T12:00:00.000Z,BTC/USD,alpaca,-1.1731685922114456,-0.12287871509535805,-0.9368266265224405,-0.1676161828723208,1.8621981342962441,-0.1676161828723208,58.7798707182656
2025-01-15T16:00:00.000Z,BTC/USD,alpaca,-0.09516679732207499,-0.3917635116328689,-0.07769068893419932,-0.08211371533213571,2.5370646072709118,-0.08211371533213571,59.80493354781636
2025-01-15T20:00:00.000Z,BTC/USD,alpaca,0.006996099485468898,-0.17477135165219743,0.02041235721805841,-0.02959015613563091,-1.0896366103474584,-0.02959015613563091,60.45549372690685
2025-01-16T00:00:00.000Z,BTC/USD,alpaca,0.02335336821749821,-0.3866289725609865,-0.412687267846232,-0.8757093856682948,-0.5338716133990062,-0.8757093856682948,47.20183678431566
2025-01-16T04:00:00.000Z,BTC/USD,alpaca,-0.8244551153923436,-1.2049328247657087,-0.44332248497576004,-0.7119098182469937,-0.3631043536790733,-0.7119098182469937,49.509515576779584
2025-01-16T08:00:00.000Z,BTC/USD,alpaca,-0.6960013834332268,-1.2230747395500567,-1.0080291264521468,-1.2425494127840226,-0.5087728470080716,-1.2425494127840226,42.958910878708735
2025-01-16T12:00:00.000Z,BTC/USD,alpaca,-1.243260698333976,-1.494877682457943,-1.7409437489807567,-1.190170220776788,-0.24881702316002555,-1.190170220776788,43.750060457212655
2025-01-16T16:00:00.000Z,BTC/USD,alpaca,-1.1497762571231578,-0.8393641733786892,-0.4326611277102744,-0.43568981796877393,-0.11265210932852007,-0.43568981796877393,53.70953050297417
2025-01-16T20:00:00.000Z,BTC/USD,alpaca,-0.4055570206001416,-0.8591751402590271,-0.5518188835724451,-1.0763077200363222,-0.14264968823156027,-1.0763077200363222,46.22555889838312
2025-01-17T00:00:00.000Z,BTC/USD,alpaca,-1.0054804138932767,0.17466608985153043,-0.29638452925570047,-0.32308319482750153,-0.40978748801185083,-0.32308319482750153,54.29043860385728
2025-01-17T04:00:00.000Z,BTC/USD,alpaca,-0.2207035307914307,-0.6396951981410977,0.11570899566469244,-0.28901451463994676,-0.347701128334446,-0.28901451463994676,54.62193855438813
2025-01-17T08:00:00.000Z,BTC/USD,alpaca,-0.2655331184345623,-0.14446408651635295,0.17509089487089496,0.12875444078615236,-0.17146641918282016,0.12875444078615236,58.588072665253925
2025-01-17T12:00:00.000Z,BTC/USD,alpaca,0.23346450626796875,1.2723013278905715,0.5229913484935487,1.491884154664891,1.820175021347765,1.491884154664891,68.31817402677734
2025-01-17T16:00:00.000Z,BTC/USD,alpaca,1.4893912977891197,2.0485268108411923,1.5255143423749964,2.3153410274950006,0.11176564585959772,2.3153410274950006,72.51881642637522
2025-01-17T20:00:00.000Z,BTC/USD,alpaca,2.3025889724224338,1.1159138643832835,0.9826509234029492,-0.3209221076518673,0.6204500615572105,-0.3209221076518673,49.768313094976676
2025-01-18T00:00:00.000Z,BTC/USD,alpaca,-0.20359142514501088,-0.5510383168740572,-0.38141045141283014,-0.8092746797800905,-1.3130538160291032,-0.8092746797800905,46.837021787384515
2025-01-18T04:00:00.000Z,BTC/USD,alpaca,-0.8279502676728544,-1.5912818966826732,-0.9922113820761734,-1.7797343264513323,-0.622542900208103,-1.7797343264513323,41.59417400056456
2025-01-18T08:00:00.000Z,BTC/USD,alpaca,-1.77960008446019,-1.335375729542479,-1.6044297686507023,-0.8920036590986912,0.17531020929105837,-0.8920036590986912,47.39504317384551
2025-01-18T12:00:00.000Z,BTC/USD,alpaca,-0.8703351237147362,-0.41529994782573326,-0.7193070218755827,-0.22366433873167102,-0.6359938320157729,-0.22366433873167102,51.31542825329204
2025-01-18T16:00:00.000Z,BTC/USD,alpaca,-0.19992489875525474,-1.1126582042948905,-1.085948218540374,-0.9276580247997722,-0.3115294025385223,-0.9276580247997722,47.31541740137399
2025-01-18T20:00:00.000Z,BTC/USD,alpaca,-0.8266837235030219,-1.221131641692675,-0.6283504485874566,-0.9088995061269111,-0.32213448053528115,-0.9088995061269111,47.43299940828226
2025-01-19T00:00:00.000Z,BTC/USD,alpaca,-0.9057846013668377,-0.6510914106519411,-0.7421398031376221,-0.668018526612536,-0.08631280545460832,-0.668018526612536,49.0068300171819
