timestamp,open,high,low,close,volume,trade_count
2025-06-13 14:25:00+00:00,144.55,144.7595,144.1615,144.1615,0.115141532,1
2025-06-13 14:30:00+00:00,144.088,144.4615,144.01,144.369,0.0,0
2025-06-13 14:35:00+00:00,144.2895,145.025,144.1905,145.025,0.0,0
2025-06-13 14:40:00+00:00,145.07,145.4,144.655,145.265,0.0,0
2025-06-13 14:45:00+00:00,145.339,145.513,145.045,145.2375,0.0,0
2025-06-13 14:50:00+00:00,145.2,145.8815,145.055,145.8815,0.0,0
2025-06-13 14:55:00+00:00,145.9575,146.455,145.9545,146.3135,0.0,0
2025-06-13 15:00:00+00:00,146.2445,146.35,145.85,145.948,3.410850905,1
2025-06-13 15:05:00+00:00,145.87,147.05,145.87,147.0335,0.0,0
2025-06-13 15:10:00+00:00,147.095,147.225,146.7255,146.9505,2.067454907,2
2025-06-13 15:15:00+00:00,146.865,147.065,146.65,147.0585,0.0,0
2025-06-13 15:20:00+00:00,146.95,147.84,146.885,146.908,0.0,0
2025-06-13 15:25:00+00:00,146.8,147.5045,146.8,147.5045,0.0,0
2025-06-13 15:30:00+00:00,147.4015,147.676,147.197,147.6245,3.0,1
2025-06-13 15:35:00+00:00,147.555,147.628,147.0685,147.25,0.0,0
2025-06-13 15:40:00+00:00,147.305,147.743,147.24,147.649,0.0,0
2025-06-13 15:45:00+00:00,147.75,147.78,147.2495,147.52,0.523549078,1
2025-06-13 15:50:00+00:00,147.555,147.8,147.355,147.355,19.9,2
2025-06-13 15:55:00+00:00,147.289,147.424,146.881,147.2155,0.497830454,1
2025-06-13 16:00:00+00:00,147.2685,147.4505,146.9795,147.412,0.013121183,2
2025-06-13 16:05:00+00:00,147.3315,147.8725,147.3315,147.75,0.0,0
2025-06-13 16:10:00+00:00,147.905,148.52805,147.905,148.46555,0.0,0
2025-06-13 16:15:00+00:00,148.53055,148.53055,148.0215,148.081,0.0,0
2025-06-13 16:20:00+00:00,148.01,148.01,147.53,147.893,0.0,0
2025-06-13 16:25:00+00:00,147.825,147.9515,147.6445,147.845,6.529318962,1
2025-06-13 16:30:00+00:00,147.78,147.9345,147.465,147.465,0.975349666,1
2025-06-13 16:35:00+00:00,147.41,147.65,147.13,147.18,0.0,0
2025-06-13 16:40:00+00:00,147.0725,147.27,146.9245,147.145,4.0,1
2025-06-13 16:45:00+00:00,147.1455,147.1455,146.47,146.6575,0.0,0
2025-06-13 16:50:00+00:00,146.75,147.4735,146.75,147.4735,0.0,0
2025-06-13 16:55:00+00:00,147.296,147.588,147.296,147.5505,2.720147519,1
2025-06-13 17:00:00+00:00,147.4405,147.4405,146.865,146.865,0.0,0
2025-06-13 17:05:00+00:00,146.973,147.05,146.742,146.9245,0.0,0
2025-06-13 17:10:00+00:00,147.069,147.069,146.583,146.687,6.566212284,1
2025-06-13 17:15:00+00:00,146.6,146.6,146.13,146.35,0.0,0
2025-06-13 17:20:00+00:00,146.3075,146.743,146.247,146.535,0.0,0
2025-06-13 17:25:00+00:00,146.4525,146.585,146.082,146.082,0.0,0
