timestamp,open,high,low,close,volume,trade_count
2025-04-05 03:45:00+00:00,121.106,121.278,120.55,120.671,5.560771011,278
2025-04-05 04:00:00+00:00,120.542,121.215,120.54,121.021,2.062640309,154
2025-04-05 04:15:00+00:00,120.987,121.41,120.8,121.272,2.205235352,107
2025-04-05 04:30:00+00:00,121.402,121.402,120.6,120.67,3.958181475,205
2025-04-05 04:45:00+00:00,120.575,120.7975,120.3995,120.58,0.0,0
2025-04-05 05:00:00+00:00,120.5075,120.656,120.38,120.61,0.0,0
2025-04-05 05:15:00+00:00,120.579,121.0,120.579,121.0,0.0,0
2025-04-05 05:30:00+00:00,120.9,121.005,120.785,120.8515,0.045841696,1
2025-04-05 05:45:00+00:00,120.725,120.944,120.6505,120.7035,0.0,0
2025-04-05 06:00:00+00:00,120.799,120.92,120.55,120.8775,0.111932645,3
2025-04-05 06:15:00+00:00,120.8975,121.05,120.8755,120.89,0.0,0
2025-04-05 06:30:00+00:00,120.935,121.025,120.31,120.4085,0.340757268,4
2025-04-05 06:45:00+00:00,120.42,120.6,120.238022167,120.537,0.153239558,4
2025-04-05 07:00:00+00:00,120.592,120.6685,120.35,120.352,0.0,0
2025-04-05 07:15:00+00:00,120.3015,120.713,120.248522167,120.713,0.0,0
2025-04-05 07:30:00+00:00,120.6795,120.9,120.435,120.9,4.000357392,1
2025-04-05 07:45:00+00:00,121.002,121.1765,120.95,121.056,0.0,0
2025-04-05 08:00:00+00:00,121.12,121.435,120.935,120.935,0.0,0
2025-04-05 08:15:00+00:00,120.8545,121.105,120.7,120.7525,0.0,0
2025-04-05 08:30:00+00:00,120.85,121.225,120.732,121.18,0.0,0
2025-04-05 08:45:00+00:00,121.1365,121.35,121.1365,121.15,0.0,0
2025-04-05 09:00:00+00:00,121.179,121.569,121.13,121.5675,0.0,0
2025-04-05 09:15:00+00:00,121.51,121.765,121.431,121.623,0.0,0
2025-04-05 09:30:00+00:00,121.56,121.62,121.292,121.62,0.0,0
2025-04-05 09:45:00+00:00,121.686,121.873,121.553,121.805,0.009601,1
2025-04-05 10:00:00+00:00,121.823,121.946,121.6,121.705,0.040197798,1
2025-04-05 10:15:00+00:00,121.6825,121.753,121.25,121.385,0.047813141,5
2025-04-05 10:30:00+00:00,121.4325,121.4325,120.846,120.9,0.0,0
2025-04-05 10:45:00+00:00,120.796,121.05,120.796,120.874,0.598551032,1
2025-04-05 11:00:00+00:00,120.8495,121.004,120.0145,120.065,1.0,1
2025-04-05 11:15:00+00:00,120.1,120.51,120.041,120.3215,0.09559036,10
2025-04-05 11:30:00+00:00,120.3325,120.5,120.0895,120.213,0.0,0
2025-04-05 11:45:00+00:00,120.1755,120.335,120.1,120.292,0.0,0
2025-04-05 12:00:00+00:00,120.215,120.34,120.1,120.1545,0.040734259,1
2025-04-05 12:15:00+00:00,120.1025,120.205,119.735,119.81,0.09467584,2
2025-04-05 12:30:00+00:00,119.885,120.0,119.143,119.1785,4.157504394,3
2025-04-05 12:45:00+00:00,119.105,119.228,118.90125,119.1,0.041147996,1
2025-04-05 13:00:00+00:00,119.176,119.235,118.495,118.495,0.095559472,2
2025-04-05 13:15:00+00:00,118.4,118.615,118.25375,118.505,0.041326651,1
2025-04-05 13:30:00+00:00,118.43,118.68,117.70875,117.85,0.096017127,2
2025-04-05 13:45:00+00:00,117.8,117.8,117.54,117.788,0.096646108,2
2025-04-05 14:00:00+00:00,117.755,118.379,117.755,117.9,0.041577275,1
2025-04-05 14:15:00+00:00,117.836,118.1235,117.195,117.905,0.041789947,1
2025-04-05 14:30:00+00:00,117.8685,118.26,117.5,118.0,2.465434917,10
2025-04-05 14:45:00+00:00,118.08,118.386,117.9195,118.059,1.935262,2
2025-04-05 15:00:00+00:00,118.168,118.168,117.41,117.6055,0.643818069,52
2025-04-05 15:15:00+00:00,117.666,117.82,117.32,117.451,0.041616456,1
2025-04-05 15:30:00+00:00,117.3995,117.7,117.1435,117.1435,0.618393713,54
2025-04-05 15:45:00+00:00,117.2,117.573,117.2,117.49,1.116334328,4
2025-04-05 16:00:00+00:00,117.555,118.05,117.5225,117.96,0.55868407,5
2025-04-05 16:15:00+00:00,118.025,118.2,117.648,117.8,0.083259333,1
2025-04-05 16:30:00+00:00,117.84,118.12,117.815,118.0025,0.0,0
2025-04-05 16:45:00+00:00,117.989,117.989,117.5,117.8105,0.148275238,6
2025-04-05 17:00:00+00:00,117.7475,117.915,117.6,117.915,0.042553,1
2025-04-05 17:15:00+00:00,117.941,118.2,117.831,118.2,1.306594409,3
2025-04-05 17:30:00+00:00,118.282,118.4715,117.9985,118.1625,0.042385,1
2025-04-05 17:45:00+00:00,118.035,118.1625,117.826,117.905,0.033897,1
2025-04-05 18:00:00+00:00,117.865,118.45,117.865,118.45,0.22031424,1
2025-04-05 18:15:00+00:00,118.4,118.5735,118.27,118.305,0.0,0
2025-04-05 18:30:00+00:00,118.25,118.598,118.15,118.5,1.800169727,2
2025-04-05 18:45:00+00:00,118.571,118.94,118.5015,118.94,0.0,0
2025-04-05 19:00:00+00:00,118.991,119.159,118.94,119.159,0.0,0
2025-04-05 19:15:00+00:00,119.2,119.29,119.083,119.093,0.041123832,1
2025-04-05 19:30:00+00:00,119.1405,119.29,118.845,118.9175,0.048624203,2
2025-04-05 19:45:00+00:00,118.805,118.805,118.3,118.6,3.292133584,8
2025-04-05 20:00:00+00:00,118.6295,119.16,118.6295,118.963,0.410806758,2
2025-04-05 20:15:00+00:00,119.05,119.2175,118.985,119.2175,0.031171864,1
2025-04-05 20:30:00+00:00,119.144,119.2945,118.3655,119.13,0.05836554,4
2025-04-05 20:45:00+00:00,119.205,119.23,118.7915,119.23,0.02820385,1
2025-04-05 21:00:00+00:00,119.37,119.37,118.965,119.1695,0.054452542,1
2025-04-05 21:15:00+00:00,119.0835,119.2615,118.8215,119.1895,0.0,0
2025-04-05 21:30:00+00:00,119.26,119.3,118.892,118.94,0.041089361,1
2025-04-05 21:45:00+00:00,118.8905,118.9075,118.69,118.9075,0.0,0
2025-04-05 22:00:00+00:00,118.889,119.5025,118.889,119.2865,0.0,0
2025-04-05 22:15:00+00:00,119.403,119.403,118.985,119.175,0.055176463,1
2025-04-05 22:30:00+00:00,119.193,119.315,119.193,119.315,0.0,0
2025-04-05 22:45:00+00:00,119.25,119.4,118.85,119.23,0.210051067,2
2025-04-05 23:00:00+00:00,119.169,119.57,119.169,119.335,0.240148507,3
2025-04-05 23:15:00+00:00,119.47,119.47,119.2,119.4045,0.041030892,1
