timestamp,open,high,low,close,volume,trade_count,hlc3,dv,open_df,high_df,low_df,close_df,hlc3_df,dv_df,volume_lr
2025-07-11 03:39:00+00:00,164.268,164.268,164.268,164.268,0.0,0,164.268,0.0,1.51342286950009,1.3663246285279627,1.9643289630730578,1.715692705354229,1.3992671548520832,0.0,-18.420680743952367
2025-07-11 03:41:00+00:00,164.305,164.305,164.305,164.305,0.0,0,164.305,0.0,1.7416573832020958,1.5978806496272284,2.0765123964820873,1.8277380171759319,1.5512725709114363,0.0,-18.420680743952367
2025-07-11 03:42:00+00:00,164.21,164.21,163.84,163.84,0.53086929,6,163.96333333333334,87.04309835270001,1.6481046946064168,1.5025585561234607,1.6058934830968212,1.3549933394830305,1.201937171683852,87.04309835270001,-0.6332394273971605
2025-07-11 03:43:00+00:00,164.629,164.629,164.629,164.629,0.069855,1,164.629,11.500158794999999,2.147368894318305,2.0028115483502518,2.732995856810817,2.492379434193765,2.1361444397185494,11.500158794999999,-2.6613334707260217
2025-07-11 03:44:00+00:00,164.8521,164.8521,164.8521,164.8521,0.0,0,164.8521,0.0,2.0750720803980016,1.9232702087312816,2.4487098039301145,2.1867175906042178,1.8852725389828606,0.0,-18.420680743952367
2025-07-11 03:45:00+00:00,164.8521,164.8521,164.8521,164.8521,0.0,0,164.8521,0.0,1.8778101253179784,1.7237223416410075,2.2339281750574855,1.969042871875871,1.6710445163774352,0.0,-18.420680743952367
2025-07-11 03:46:00+00:00,164.805,164.8521,164.805,164.8521,0.0,0,164.8364,0.0,1.798148010864793,1.6926069513660593,2.1442361759420123,1.9287395726872205,1.6206373564517378,0.0,-18.420680743952367
2025-07-11 03:48:00+00:00,164.9521,165.0021,164.9521,165.0021,0.0,0,164.98543333333336,0.0,1.965866287339992,1.8290380994567386,2.3055009759262077,2.0607081279005968,1.766523765946289,0.0,-18.420680743952367
2025-07-11 03:50:00+00:00,165.0042,165.0947,165.0042,165.0947,0.038033708,2,165.06453333333332,6.278016261956266,1.9052476390893105,1.800393238665066,2.246884082761966,2.032993218724215,1.7244691870326108,6.278016261956266,-3.2692821968982178
2025-07-11 03:51:00+00:00,165.0,165.0,164.9,164.9,0.53086929,3,164.9333333333333,87.55804156399999,1.8450625802387037,1.6169764056052713,2.0855736734238235,1.7492071504025546,1.5145534961532405,87.55804156399999,-0.6332394273971605
2025-07-11 03:52:00+00:00,165.10065,165.18765,165.10065,165.18765,0.0,0,165.15865,0.0,1.93546896716461,1.8589147221894677,2.3447922278383544,2.1602238909570985,1.8243911036606164,0.0,-18.420680743952367
2025-07-11 03:53:00+00:00,165.1953,165.1953,165.1953,165.1953,0.009076,1,165.1953,1.4993125428000003,1.9485200397424194,1.7239524707881912,2.298727231794601,1.9651267075348358,1.6918951499006596,1.4993125428000003,-4.702120610258185
2025-07-11 03:55:00+00:00,165.1953,165.1953,165.1953,165.1953,0.00992406,1,165.1953,1.639408068918,1.8639888469576533,1.6986746589648192,2.20952751187329,1.9325965447428928,1.6430106525737358,1.639408068918,-4.612792159570042
