,timestamp,close,regime,mss,action,shares_traded,position,cash,portfolio_value,returns
77,2018-01-08,14993.74,Weak Bull,25.58679874111094,BUY,0.0,2.6591736749246815,91280.24171608049,131151.20041274567,31.151200412745684
78,2018-01-09,14227.0,Weak Bull,24.02781374222122,HOLD,-2.6591736749246815,0.0,129112.30558923393,129112.30558923393,29.112305589233923
79,2018-01-10,13193.72,Weak Bull,21.927739132095383,HOLD,0.0,0.0,129112.30558923393,129112.30558923393,29.112305589233923
80,2018-01-11,13308.06,Weak Bull,22.839866721088388,HOLD,0.0,0.0,129112.30558923393,129112.30558923393,29.112305589233923
81,2018-01-12,13820.0,Weak Bull,24.63998900707272,HOLD,0.0,0.0,129112.30558923393,129112.30558923393,29.112305589233923
82,2018-01-13,14187.95,Weak Bull,25.913393217244074,HOLD,0.0,0.0,129112.30558923393,129112.30558923393,29.112305589233923
83,2018-01-14,13600.0,Weak Bull,24.482480641452042,HOLD,0.0,0.0,129112.30558923393,129112.30558923393,29.112305589233923
84,2018-01-15,13149.9,Weak Bull,23.549505303875186,HOLD,0.0,0.0,129112.30558923393,129112.30558923393,29.112305589233923
85,2018-01-16,11148.07,Neutral,17.568919788013595,SELL,-3.8508765740096966,0.0,129112.30558923393,129112.30558923393,29.112305589233923
86,2018-01-17,11200.01,Neutral,17.96057212119384,SELL,-3.833018149842748,0.0,129112.30558923393,129112.30558923393,29.112305589233923
87,2018-01-18,11305.53,Neutral,18.482371978659874,SELL,-3.797242730630079,0.0,129112.30558923393,129112.30558923393,29.112305589233923
88,2018-01-19,11498.99,Neutral,19.180505858820457,HOLD,0.0,0.0,129112.30558923393,129112.30558923393,29.112305589233923
89,2018-01-20,12107.99,Weak Bull,21.202524616328354,BUY,3.5455795394958436,3.5455795394958436,86182.46398081366,129112.30558923393,29.112305589233923
90,2018-01-21,11455.0,Neutral,19.283914721385152,HOLD,-3.5455795394958436,0.0,126797.07760573854,126797.07760573854,26.79707760573853
91,2018-01-22,10766.7,Neutral,17.447507956382857,HOLD,0.0,0.0,126797.07760573854,126797.07760573854,26.79707760573853
92,2018-01-23,10824.94,Neutral,18.06168709870279,HOLD,0.0,0.0,126797.07760573854,126797.07760573854,26.79707760573853
93,2018-01-24,11487.28,Weak Bull,20.538602184902732,HOLD,0.0,0.0,126797.07760573854,126797.07760573854,26.79707760573853
94,2018-01-25,11287.8,Weak Bull,20.774995072784392,HOLD,0.0,0.0,126797.07760573854,126797.07760573854,26.79707760573853
95,2018-01-26,11086.89,Weak Bull,20.934766655321496,BUY,3.8026920357203924,3.8026920357203924,84637.04930183047,126797.07760573854,26.79707760573853
96,2018-01-27,11531.01,Weak Bull,23.27918486508292,HOLD,-3.8026920357203924,0.0,128485.92919264268,128485.92919264268,28.48592919264268
97,2018-01-28,11536.0,Weak Bull,24.19364077275089,BUY,3.70332623583163,3.70332623583163,85764.357736089,128485.92919264268,28.48592919264268
98,2018-01-29,10940.01,Weak Bull,22.7235676502812,BUY,0.0,3.70332623583163,85764.357736089,126278.7837893494,26.278783789349404
99,2018-01-30,9870.49,Neutral,19.48352679789194,SELL,-7.82376359702372,0.0,122318.00231360274,122318.00231360274,22.318002313602747
100,2018-01-31,10049.98,Weak Bull,20.708508333204907,HOLD,0.0,0.0,122318.00231360274,122318.00231360274,22.318002313602747
101,2018-02-01,8527.02,Neutral,15.477274380615011,SELL,-4.769630629372618,0.0,122318.00231360274,122318.00231360274,22.318002313602747
102,2018-02-02,8787.52,Neutral,17.201518407706264,SELL,-4.628238202504564,0.0,122318.00231360274,122318.00231360274,22.318002313602747
103,2018-02-03,9277.75,Neutral,19.77863148763958,HOLD,0.0,0.0,122318.00231360274,122318.00231360274,22.318002313602747
104,2018-02-04,8197.45,Neutral,16.215457048760904,HOLD,0.0,0.0,122318.00231360274,122318.00231360274,22.318002313602747
105,2018-02-05,6389.09,Neutral,8.904379839455402,HOLD,0.0,0.0,122318.00231360274,122318.00231360274,22.318002313602747
106,2018-02-06,7455.0,Neutral,14.203839413985547,SELL,-5.455497755771013,0.0,122318.00231360274,122318.00231360274,22.318002313602747
107,2018-02-07,7971.23,Neutral,16.91490682498364,SELL,-5.102190724552285,0.0,122318.00231360274,122318.00231360274,22.318002313602747
108,2018-02-08,7875.01,Neutral,17.047976624641194,SELL,-5.16453131732822,0.0,122318.00231360274,122318.00231360274,22.318002313602747
109,2018-02-09,8860.07,Weak Bull,21.783697274129057,HOLD,0.0,0.0,122318.00231360274,122318.00231360274,22.318002313602747
110,2018-02-10,8112.16,Neutral,19.209618789681738,BUY,5.013551972504599,5.013551972504599,81647.26654432985,122318.00231360274,22.318002313602747
111,2018-02-11,8362.7,Weak Bull,20.99970537086857,BUY,0.0,5.013551972504599,81647.26654432985,123574.09762479406,23.574097624794057
112,2018-02-12,8616.98,Weak Bull,22.730465845489608,BUY,0.0,5.013551972504599,81647.26654432985,124848.94362036252,24.84894362036252
113,2018-02-13,8823.53,Weak Bull,24.33251504493697,BUY,0.0,5.013551972504599,81647.26654432985,125884.49278028336,25.884492780283352
114,2018-02-14,9700.0,Weak Bull,28.412554284543646,BUY,0.0,5.013551972504599,81647.26654432985,130278.72067762446,30.27872067762445
115,2018-02-15,10031.23,Weak Bull,30.322904932679734,BUY,0.0,5.013551972504599,81647.26654432985,131939.35949747715,31.93935949747715
116,2018-02-16,10555.42,Weak Bull,32.87224377135441,BUY,0.0,5.013551972504599,81647.26654432985,134567.41330594436,34.56741330594435
117,2018-02-17,10483.99,Weak Bull,32.725745838823514,BUY,0.0,5.013551972504599,81647.26654432985,134209.29528854834,34.20929528854835
118,2018-02-18,10380.04,Weak Bull,32.58782335013179,BUY,0.0,5.013551972504599,81647.26654432985,133688.13656100648,33.68813656100649
119,2018-02-19,11437.04,Weak Bull,36.943010285484505,BUY,0.0,5.013551972504599,81647.26654432985,138987.46099594387,38.987460995943856
120,2018-02-20,10824.54,Weak Bull,34.15278542837982,BUY,0.0,5.013551972504599,81647.26654432985,135916.66041278478,35.916660412784786
121,2018-02-21,10454.27,Weak Bull,32.81189136065346,BUY,0.0,5.013551972504599,81647.26654432985,134060.2925239255,34.060292523925504
122,2018-02-22,9830.0,Weak Bull,30.231951340927182,BUY,0.0,5.013551972504599,81647.26654432985,130930.48243405006,30.930482434050056
123,2018-02-23,10445.44,Weak Bull,32.536622298228295,BUY,0.0,5.013551972504599,81647.26654432985,134016.0228600083,34.01602286000829
124,2018-02-24,9688.62,Weak Bull,29.265147073859172,BUY,0.0,5.013551972504599,81647.26654432985,130221.66645617737,30.221666456177367
125,2018-02-25,9624.71,Weak Bull,29.137539758489737,BUY,0.0,5.013551972504599,81647.26654432985,129901.25034961458,29.90125034961457
126,2018-02-26,10305.56,Weak Bull,31.92912476101848,BUY,0.0,5.013551972504599,81647.26654432985,133314.72721009434,33.31472721009434
127,2018-02-27,10940.0,Weak Bull,34.33053728434916,BUY,0.0,5.013551972504599,81647.26654432985,136495.52512353015,36.49552512353016
128,2018-02-28,10307.27,Weak Bull,30.579485397382967,BUY,0.0,5.013551972504599,81647.26654432985,133323.30038396732,33.323300383967315
129,2018-03-01,10983.51,Weak Bull,33.42332662029486,BUY,0.0,5.013551972504599,81647.26654432985,136713.66476985384,36.71366476985385
130,2018-03-02,11305.04,Weak Bull,34.56718116020214,BUY,0.0,5.013551972504599,81647.26654432985,138325.67213557323,38.32567213557323
131,2018-03-03,11199.99,Weak Bull,33.451645597034585,BUY,0.0,5.013551972504599,81647.26654432985,137798.99850086163,37.798998500861636
132,2018-03-04,11506.0,Weak Bull,34.367853305778006,BUY,0.0,5.013551972504599,81647.26654432985,139333.19553996777,39.33319553996777
133,2018-03-05,11298.05,Weak Bull,32.71986886554555,BUY,0.0,5.013551972504599,81647.26654432985,138290.62740728544,38.29062740728544
134,2018-03-06,10664.99,Weak Bull,29.35350428106945,BUY,0.0,5.013551972504599,81647.26654432985,135116.74819557168,35.11674819557169
135,2018-03-07,9925.0,Weak Bull,25.448247917694772,BUY,0.0,5.013551972504599,81647.26654432985,131406.76987143798,31.40676987143798
136,2018-03-08,8499.9,Neutral,18.719148363018412,SELL,-9.874444534496824,0.0,124261.95695542169,124261.95695542169,24.26195695542168
137,2018-03-09,9255.0,Weak Bull,22.600332919869416,HOLD,0.0,0.0,124261.95695542169,124261.95695542169,24.26195695542168
138,2018-03-10,8839.96,Weak Bull,20.826821547008688,HOLD,0.0,0.0,124261.95695542169,124261.95695542169,24.26195695542168
139,2018-03-11,9550.01,Weak Bull,24.65164070351579,HOLD,0.0,0.0,124261.95695542169,124261.95695542169,24.26195695542168
140,2018-03-12,9381.33,Weak Bull,24.177460566096226,HOLD,0.0,0.0,124261.95695542169,124261.95695542169,24.26195695542168
141,2018-03-13,9092.01,Weak Bull,23.0499587327999,HOLD,0.0,0.0,124261.95695542169,124261.95695542169,24.26195695542168
142,2018-03-14,7917.0,Neutral,17.282213749737714,SELL,-5.218782453919124,0.0,124261.95695542169,124261.95695542169,24.26195695542168
143,2018-03-15,8259.99,Neutral,19.4565040649235,SELL,-5.0020763569541495,0.0,124261.95695542169,124261.95695542169,24.26195695542168
144,2018-03-16,8275.0,Neutral,19.719007892301153,HOLD,0.0,0.0,124261.95695542169,124261.95695542169,24.26195695542168
145,2018-03-17,7588.0,Neutral,16.41688190408318,HOLD,0.0,0.0,124261.95695542169,124261.95695542169,24.26195695542168
146,2018-03-18,8192.0,Weak Bull,20.018609087379236,BUY,5.043591392538782,5.043591392538782,82944.85626774398,124261.95695542169,24.26195695542168
147,2018-03-19,8457.99,Weak Bull,21.93361421050552,HOLD,-5.043591392538782,0.0,125603.50182992307,125603.50182992307,25.603501829923083
148,2018-03-20,9060.9,Weak Bull,25.41369063788346,HOLD,0.0,0.0,125603.50182992307,125603.50182992307,25.603501829923083
149,2018-03-21,8891.81,Weak Bull,25.11910980482853,HOLD,0.0,0.0,125603.50182992307,125603.50182992307,25.603501829923083
150,2018-03-22,8412.06,Weak Bull,23.246155233545533,HOLD,0.0,0.0,125603.50182992307,125603.50182992307,25.603501829923083
151,2018-03-23,8940.38,Weak Bull,26.583623571716693,BUY,4.67129633846094,4.67129633846094,83840.33747147366,125603.50182992307,25.603501829923083
152,2018-03-24,8531.34,Weak Bull,25.19215184274226,BUY,0.0,4.67129633846094,83840.33747147366,123692.75477563901,23.692754775639013
153,2018-03-25,8438.92,Weak Bull,25.519491800863275,BUY,0.0,4.67129633846094,83840.33747147366,123261.03356803846,23.261033568038457
154,2018-03-26,7770.0,Weak Bull,22.714570189087834,HOLD,-4.67129633846094,0.0,120136.31002131516,120136.31002131516,20.136310021315175
155,2018-03-27,7793.61,Weak Bull,23.553747545787687,HOLD,0.0,0.0,120136.31002131516,120136.31002131516,20.136310021315175
156,2018-03-28,7600.0,Weak Bull,22.796300533585647,HOLD,0.0,0.0,120136.31002131516,120136.31002131516,20.136310021315175
157,2018-03-29,6704.79,Neutral,17.877633428486746,SELL,-5.957729187951791,0.0,120136.31002131516,120136.31002131516,20.136310021315175
158,2018-03-30,7020.0,Weak Bull,20.241366508119633,HOLD,0.0,0.0,120136.31002131516,120136.31002131516,20.136310021315175
159,2018-03-31,6938.72,Weak Bull,20.307520527387922,HOLD,0.0,0.0,120136.31002131516,120136.31002131516,20.136310021315175
160,2018-04-01,6816.01,Weak Bull,20.229170093212957,HOLD,0.0,0.0,120136.31002131516,120136.31002131516,20.136310021315175
161,2018-04-02,7370.0,Weak Bull,24.36415428173448,HOLD,0.0,0.0,120136.31002131516,120136.31002131516,20.136310021315175
162,2018-04-03,7424.9,Weak Bull,25.089643793100095,HOLD,0.0,0.0,120136.31002131516,120136.31002131516,20.136310021315175
163,2018-04-04,6780.02,Weak Bull,20.9953117040842,BUY,5.891623193159797,5.891623193159797,80190.98693922788,120136.31002131516,20.136310021315175
164,2018-04-05,6785.85,Weak Bull,21.424250482077053,HOLD,-5.891623193159796,8.881784197001252e-16,120170.65818453129,120170.65818453129,20.170658184531298
165,2018-04-06,6842.4,Weak Bull,21.99156745923085,BUY,5.839580241780172,5.8395802417801725,80213.91433817465,120170.6581845313,20.170658184531298
166,2018-04-07,6969.0,Weak Bull,23.228904975294046,BUY,0.0,5.8395802417801725,80213.91433817465,120909.94904314067,20.909949043140674
167,2018-04-08,7135.13,Weak Bull,25.02644927940922,BUY,0.0,5.8395802417801725,80213.91433817465,121880.07850870761,21.880078508707612
168,2018-04-09,6760.24,Weak Bull,22.814395026786237,BUY,0.0,5.8395802417801725,80213.91433817465,119690.87827186665,19.69087827186664
169,2018-04-10,6827.98,Weak Bull,24.215693346371506,BUY,0.0,5.8395802417801725,80213.91433817465,120086.45143744483,20.08645143744483
170,2018-04-11,6960.0,Weak Bull,26.04473768800232,BUY,0.0,5.8395802417801725,80213.91433817465,120857.39282096465,20.85739282096466
171,2018-04-12,7814.0,Weak Bull,33.75355954299411,BUY,0.0,5.8395802417801725,80213.91433817465,125844.39434744493,25.844394347444943
172,2018-04-13,7893.19,Weak Bull,34.853284010812956,BUY,0.0,5.8395802417801725,80213.91433817465,126306.83070679149,26.306830706791494
173,2018-04-14,8105.15,Weak Bull,36.77573955738316,BUY,0.0,5.8395802417801725,80213.91433817465,127544.58813483923,27.54458813483922
174,2018-04-15,8138.78,Weak Bull,37.535145141412826,BUY,0.0,5.8395802417801725,80213.91433817465,127740.97321837029,27.74097321837028
175,2018-04-16,8048.93,Weak Bull,36.899815007390615,BUY,0.0,5.8395802417801725,80213.91433817465,127216.28693364633,27.216286933646327
176,2018-04-17,7924.99,Weak Bull,35.97334333440345,BUY,0.0,5.8395802417801725,80213.91433817465,126492.5293584801,26.4925293584801
177,2018-04-18,8185.22,Weak Bull,38.629504545425625,BUY,0.0,5.8395802417801725,80213.91433817465,128012.16332479856,28.012163324798568
178,2018-04-19,8260.0,Weak Bull,39.13529632881018,BUY,0.0,5.8395802417801725,80213.91433817465,128448.84713527888,28.44884713527889
179,2018-04-20,8866.27,Weak Bull,43.032355097047706,BUY,0.0,5.8395802417801725,80213.91433817465,131989.20944846293,31.98920944846293
180,2018-04-21,8915.42,Weak Bull,42.81335101813217,BUY,0.0,5.8395802417801725,80213.91433817465,132276.22481734643,32.276224817346424
181,2018-04-22,8855.0,Weak Bull,42.40533435845046,BUY,0.0,5.8395802417801725,80213.91433817465,131923.3973791381,31.923397379138095
182,2018-04-23,9256.55,Weak Bull,45.141589543028594,BUY,0.0,5.8395802417801725,80213.91433817465,134268.2808252249,34.268280825224906
183,2018-04-24,9298.99,Weak Bull,44.96601307764614,BUY,0.0,5.8395802417801725,80213.91433817465,134516.11261068605,34.51611261068606
184,2018-04-25,8865.98,Weak Bull,38.84957902757787,BUY,0.0,5.8395802417801725,80213.91433817465,131987.51597019282,31.987515970192824
185,2018-04-26,9203.02,Weak Bull,40.657349548359804,BUY,0.0,5.8395802417801725,80213.91433817465,133955.6880948824,33.955688094882404
186,2018-04-27,9121.82,Weak Bull,38.70719815301334,BUY,0.0,5.8395802417801725,80213.91433817465,133481.51417924988,33.48151417924987
187,2018-04-28,9329.99,Weak Bull,39.338161738375014,BUY,0.0,5.8395802417801725,80213.91433817465,134697.13959818124,34.69713959818124
188,2018-04-29,9269.0,Weak Bull,38.03173640334034,BUY,0.0,5.8395802417801725,80213.91433817465,134340.98359923507,34.340983599235074
189,2018-04-30,9243.83,Weak Bull,36.58585986353783,BUY,0.0,5.8395802417801725,80213.91433817465,134194.00136454948,34.194001364549486
190,2018-05-01,9071.99,Weak Bull,34.03620427790587,BUY,0.0,5.8395802417801725,80213.91433817465,133190.52789580196,33.19052789580197
191,2018-05-02,9255.11,Weak Bull,35.69684243546226,BUY,0.0,5.8395802417801725,80213.91433817465,134259.87182967673,34.25987182967673
192,2018-05-03,9725.74,Weak Bull,39.00695948719892,BUY,0.0,5.8395802417801725,80213.91433817465,137008.15347886574,37.008153478865744
193,2018-05-04,9825.05,Weak Bull,39.25854995186331,BUY,0.0,5.8395802417801725,80213.91433817465,137588.08219267693,37.58808219267693
194,2018-05-05,9800.01,Weak Bull,38.546686658648994,BUY,0.0,5.8395802417801725,80213.91433817465,137441.85910342276,37.44185910342275
195,2018-05-06,9309.99,Weak Bull,33.02259854430771,BUY,0.0,5.8395802417801725,80213.91433817465,134580.34799334564,34.58034799334564
196,2018-05-07,9410.57,Weak Bull,33.25434401759944,BUY,0.0,5.8395802417801725,80213.91433817465,135167.6929740639,35.16769297406388
197,2018-05-08,9054.99,Weak Bull,29.51456097647227,HOLD,-5.8395802417801725,0.0,133091.2550316917,133091.2550316917,33.09125503169168
198,2018-05-09,9291.7,Weak Bull,31.120612531962077,HOLD,0.0,0.0,133091.2550316917,133091.2550316917,33.09125503169168
199,2018-05-10,8948.51,Weak Bull,27.940678379154658,HOLD,0.0,0.0,133091.2550316917,133091.2550316917,33.09125503169168
200,2018-05-11,8403.33,Weak Bull,23.139059990943835,HOLD,0.0,0.0,133091.2550316917,133091.2550316917,33.09125503169168
201,2018-05-12,8363.87,Weak Bull,22.94702519516257,HOLD,0.0,0.0,133091.2550316917,133091.2550316917,33.09125503169168
