,timestamp,close,regime,mss,action,shares_traded,position,cash,portfolio_value,returns
0,2017-10-23,5632.83,Weak Bull,34.609928885344196,BUY,5.90289428227019,5.90289428227019,66750.0,100000.0,0.0
1,2017-10-24,5525.43,Weak Bull,32.80543118258587,HOLD,-5.90289428227019,0.0,99366.02915408419,99366.02915408419,-0.63397084591581
2,2017-10-25,5759.99,Weak Bull,34.63831597793121,HOLD,0.0,0.0,99366.02915408419,99366.02915408419,-0.63397084591581
3,2017-10-26,5891.61,Weak Bull,34.96399690767164,HOLD,0.0,0.0,99366.02915408419,99366.02915408419,-0.63397084591581
4,2017-10-27,5780.0,Weak Bull,32.806827526584115,HOLD,0.0,0.0,99366.02915408419,99366.02915408419,-0.63397084591581
5,2017-10-28,5794.01,Weak Bull,32.3667452999856,HOLD,0.0,0.0,99366.02915408419,99366.02915408419,-0.63397084591581
6,2017-10-29,6140.5,Weak Bull,35.41461108248433,HOLD,0.0,0.0,99366.02915408419,99366.02915408419,-0.63397084591581
7,2017-10-30,6124.16,Weak Bull,34.526923052221925,HOLD,0.0,0.0,99366.02915408419,99366.02915408419,-0.63397084591581
8,2017-10-31,6371.04,Weak Bull,36.10792526122959,BUY,5.185841666938677,5.185841666938677,66326.8244603512,99366.02915408419,-0.63397084591581
9,2017-11-01,6951.0,Weak Bull,42.78067144154705,BUY,0.0,5.185841666938677,66326.8244603512,102373.60988724194,2.3736098872419342
10,2017-11-02,7039.98,Weak Bull,42.31862093476375,BUY,0.0,5.185841666938677,66326.8244603512,102835.04607876614,2.835046078766146
11,2017-11-03,7170.01,Weak Bull,42.76253479314884,BUY,0.0,5.185841666938677,66326.8244603512,103509.36107071818,3.5093610707181755
12,2017-11-04,7448.78,Weak Bull,44.666096136846015,BUY,0.0,5.185841666938677,66326.8244603512,104955.01815221067,4.955018152210666
13,2017-11-05,7319.1,Weak Bull,42.00070947093741,BUY,0.0,5.185841666938677,66326.8244603512,104282.51820484207,4.282518204842067
14,2017-11-06,7140.0,Weak Bull,39.15939948560792,BUY,0.0,5.185841666938677,66326.8244603512,103353.73396229335,3.353733962293348
15,2017-11-07,7396.49,Weak Bull,41.257895387538845,BUY,0.0,5.185841666938677,66326.8244603512,104683.85049144644,4.68385049144644
16,2017-11-08,7467.96,Weak Bull,39.79629689491873,BUY,0.0,5.185841666938677,66326.8244603512,105054.48259538255,5.054482595382548
17,2017-11-09,7227.92,Weak Bull,37.14580821818379,BUY,0.0,5.185841666938677,66326.8244603512,103809.6731616506,3.809673161650595
18,2017-11-10,6577.62,Weak Bull,30.278089088372976,HOLD,-5.185841666938677,0.0,100437.32032564038,100437.32032564038,0.43732032564038903
19,2017-11-11,5850.98,Weak Bull,23.74560641055604,HOLD,0.0,0.0,100437.32032564038,100437.32032564038,0.43732032564038903
20,2017-11-12,5886.35,Weak Bull,23.846004245075374,HOLD,0.0,0.0,100437.32032564038,100437.32032564038,0.43732032564038903
21,2017-11-13,6535.87,Weak Bull,28.299106167090812,HOLD,0.0,0.0,100437.32032564038,100437.32032564038,0.43732032564038903
22,2017-11-14,6854.01,Weak Bull,30.172388828988296,HOLD,0.0,0.0,100437.32032564038,100437.32032564038,0.43732032564038903
23,2017-11-15,7220.08,Weak Bull,32.28113904520914,HOLD,0.0,0.0,100437.32032564038,100437.32032564038,0.43732032564038903
24,2017-11-16,7838.53,Weak Bull,35.478947902901126,HOLD,0.0,0.0,100437.32032564038,100437.32032564038,0.43732032564038903
25,2017-11-17,7714.71,Weak Bull,33.694705400241915,BUY,4.32879641726979,4.32879641726979,67041.91131736495,100437.32032564038,0.43732032564038903
26,2017-11-18,7783.0,Weak Bull,33.875803853532524,BUY,0.0,4.32879641726979,67041.91131736495,100732.93383297573,0.732933832975724
27,2017-11-19,8021.9,Weak Bull,34.801393124161315,BUY,0.0,4.32879641726979,67041.91131736495,101767.08329706147,1.767083297061478
28,2017-11-20,8075.0,Weak Bull,34.502411467190804,BUY,0.0,4.32879641726979,67041.91131736495,101996.9423868185,1.99694238681849
29,2017-11-21,8170.04,Weak Bull,35.23151475471794,BUY,0.0,4.32879641726979,67041.91131736495,102408.35119831582,2.408351198315817
30,2017-11-22,8250.0,Weak Bull,35.93732185354149,BUY,0.0,4.32879641726979,67041.91131736495,102754.48175984071,2.754481759840699
31,2017-11-23,8031.16,Weak Bull,34.27675130895737,BUY,0.0,4.32879641726979,67041.91131736495,101807.1679518854,1.8071679518854022
32,2017-11-24,8253.55,Weak Bull,35.7214230902143,BUY,0.0,4.32879641726979,67041.91131736495,102769.84898712202,2.7698489871220255
33,2017-11-25,9040.0,Weak Bull,40.27154830930384,BUY,0.0,4.32879641726979,67041.91131736495,106174.23092948386,6.174230929483859
34,2017-11-26,9710.0,Weak Bull,43.55774241437606,BUY,0.0,4.32879641726979,67041.91131736495,109074.52452905462,9.074524529054617
35,2017-11-27,9768.71,Weak Bull,43.20735224519207,BUY,0.0,4.32879641726979,67041.91131736495,109328.66816671251,9.328668166712518
36,2017-11-28,10110.5,Weak Bull,44.248645926731704,BUY,0.0,4.32879641726979,67041.91131736495,110808.20749417116,10.808207494171151
37,2017-11-29,9935.98,Weak Bull,39.21707208897544,BUY,0.0,4.32879641726979,67041.91131736495,110052.74594342924,10.052745943429242
38,2017-11-30,9903.0,Weak Bull,37.76036186973692,BUY,0.0,4.32879641726979,67041.91131736495,109909.98223758768,9.909982237587677
39,2017-12-01,10869.84,Weak Bull,41.07580462934551,BUY,0.0,4.32879641726979,67041.91131736495,114095.23576566081,14.095235765660806
40,2017-12-02,11063.88,Weak Bull,41.67485300627751,BUY,0.0,4.32879641726979,67041.91131736495,114935.19542246783,14.935195422467839
41,2017-12-03,11445.01,Weak Bull,43.06784925098604,BUY,0.0,4.32879641726979,67041.91131736495,116585.02960098187,16.58502960098187
42,2017-12-04,11643.98,Weak Bull,42.54813704569344,BUY,0.0,4.32879641726979,67041.91131736495,117446.33022412604,17.44633022412605
43,2017-12-05,12299.99,Weak Bull,44.44834249373821,BUY,-1.0771583047749929,3.2516381124947973,80290.94769451433,120286.0639618192,20.286063961819202
44,2017-12-06,14397.0,Strong Bull,51.235806865091426,STRONG_BUY,0.9419279957255546,4.193566108220352,66730.01034005352,127104.78160010194,27.104781600101944
45,2017-12-07,16217.0,Strong Bull,52.82768893271696,STRONG_BUY,0.0,4.193566108220352,66730.01034005352,134737.07191706297,34.73707191706297
46,2017-12-08,16367.03,Weak Bull,48.18267498866544,BUY,-1.4435697831147678,2.7499963251055846,90356.9602873864,135366.23264027925,35.36623264027925
47,2017-12-09,15309.98,Weak Bull,41.48338350392489,BUY,0.0,2.7499963251055846,90356.9602873864,132459.3490248264,32.45934902482639
48,2017-12-10,15290.01,Weak Bull,39.12020772926506,BUY,0.0,2.7499963251055846,90356.9602873864,132404.43159821405,32.404431598214046
49,2017-12-11,16765.99,Weak Bull,41.18334741787245,BUY,0.0,2.7499963251055846,90356.9602873864,136463.3711741434,36.4633711741434
50,2017-12-12,17730.12,Weak Bull,41.840226124134276,BUY,0.0,2.7499963251055846,90356.9602873864,139114.72513106745,39.11472513106744
51,2017-12-13,16689.61,Weak Bull,37.23155179778222,BUY,0.0,2.7499963251055846,90356.9602873864,136253.3264548318,36.253326454831814
52,2017-12-14,17437.96,Weak Bull,37.59807045967928,BUY,0.0,2.7499963251055846,90356.9602873864,138311.28620472457,38.31128620472457
53,2017-12-15,17824.99,Weak Bull,37.804422478351334,BUY,0.0,2.7499963251055846,90356.9602873864,139375.6172824302,39.3756172824302
54,2017-12-16,19535.95,Weak Bull,40.26713464783559,BUY,0.0,2.7499963251055846,90356.9602873864,144080.75099483284,44.08075099483284
55,2017-12-17,19141.57,Weak Bull,37.95278562772789,BUY,0.0,2.7499963251055846,90356.9602873864,142996.20744413772,42.996207444137724
56,2017-12-18,19039.01,Weak Bull,36.91637628224545,BUY,0.0,2.7499963251055846,90356.9602873864,142714.16782103488,42.71416782103488
57,2017-12-19,16661.34,Weak Bull,30.07840938961845,BUY,0.0,2.7499963251055846,90356.9602873864,136175.58405872108,36.17558405872108
58,2017-12-20,16870.01,Weak Bull,29.88039749974555,HOLD,-2.7499963251055846,0.0,136749.42579188087,136749.42579188087,36.749425791880874
59,2017-12-21,14307.86,Weak Bull,22.959355578753325,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
60,2017-12-22,14210.57,Weak Bull,21.453681093778826,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
61,2017-12-23,15075.89,Weak Bull,22.47051144944194,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
62,2017-12-24,14221.94,Weak Bull,20.03787853396224,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
63,2017-12-25,15366.36,Weak Bull,21.889029894816343,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
64,2017-12-26,16439.99,Weak Bull,23.983278185542822,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
65,2017-12-27,13880.0,Neutral,18.71270834318292,SELL,-3.2758778152593937,0.0,136749.42579188087,136749.42579188087,36.749425791880874
66,2017-12-28,14450.01,Weak Bull,20.387765009420495,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
67,2017-12-29,14007.99,Neutral,19.677722212033373,SELL,-3.2459463546019367,0.0,136749.42579188087,136749.42579188087,36.749425791880874
68,2017-12-30,12917.62,Neutral,17.25037891516258,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
69,2017-12-31,13863.13,Neutral,19.700028156714108,SELL,-3.2798642208361595,0.0,136749.42579188087,136749.42579188087,36.749425791880874
70,2018-01-01,13194.02,Neutral,18.44816335303077,SELL,-3.4461963886518574,0.0,136749.42579188087,136749.42579188087,36.749425791880874
71,2018-01-02,15098.88,Weak Bull,23.166449182061765,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
72,2018-01-03,15098.14,Weak Bull,23.46555346870991,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
73,2018-01-04,15038.0,Weak Bull,23.621850512645647,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
74,2018-01-05,16594.08,Weak Bull,27.463984180433638,HOLD,0.0,0.0,136749.42579188087,136749.42579188087,36.749425791880874
75,2018-01-06,17098.99,Weak Bull,29.036839990343772,BUY,2.6591736749246815,2.6591736749246815,91280.24171608049,136749.42579188087,36.749425791880874
76,2018-01-07,15862.9,Weak Bull,26.56647798794336,BUY,0.0,2.6591736749246815,91280.24171608049,133462.44780404322,33.462447804043215
