Date,Open,High,Low,Close,Volume,Adj Close,
2025-01-17T00:00:00,-1.005480414,0.17466608985153043,-0.296384529,-0.323083195,-0.409787488,-0.323083195,
2025-01-17T04:00:00,-0.220703531,-0.639695198,0.11570899566469244,-0.289014515,-0.347701128,-0.289014515,
2025-01-17T08:00:00,-0.265533118,-0.144464087,0.17509089487089496,0.12875444078615236,-0.171466419,0.12875444078615236,
2025-01-17T12:00:00,0.23346450626796875,1.2723013278905715,0.5229913484935487,1.491884154664891,1.820175021347765,1.491884154664891,
2025-01-17T16:00:00,1.4893912977891197,2.0485268108411923,1.5255143423749964,2.3153410274950006,0.11176564585959772,2.3153410274950006,
2025-01-17T20:00:00,2.3025889724224338,1.1159138643832835,0.9826509234029492,-0.320922108,0.6204500615572105,-0.320922108,
2025-01-18T00:00:00,-0.203591425,-0.551038317,-0.381410451,-0.80927468,-1.313053816,-0.80927468,
2025-01-18T04:00:00,-0.827950268,-1.591281897,-0.992211382,-1.779734326,-0.6225429,-1.779734326,
2025-01-18T08:00:00,-1.779600084,-1.33537573,-1.604429769,-0.892003659,0.17531020929105837,-0.892003659,
2025-01-18T12:00:00,-0.870335124,-0.415299948,-0.719307022,-0.223664339,-0.635993832,-0.223664339,
2025-01-18T16:00:00,-0.199924899,-1.112658204,-1.085948219,-0.927658025,-0.311529403,-0.927658025,
2025-01-18T20:00:00,-0.826683724,-1.221131642,-0.628350449,-0.908899506,-0.322134481,-0.908899506,
2025-01-19T00:00:00,-0.905784601,-0.651091411,-0.742139803,-0.668018527,-0.086312805,-0.668018527,
2025-01-19T04:00:00,-0.655496205,-0.829049305,-0.753227559,-0.786000412,0.4547440183325529,-0.786000412,
2025-01-19T08:00:00,-0.776046708,-1.239347828,-1.884458287,-1.823465094,-0.411617288,-1.823465094,
2025-01-19T12:00:00,-1.72476341,-1.126353353,-0.853700871,-1.055219154,0.927710793,-1.055219154,
2025-01-19T16:00:00,-1.074521431,-0.762064729,-0.811467663,-0.111722231,-0.566849954,-0.111722231,
2025-01-19T20:00:00,-0.09258497,-0.768283309,-4.103883369,-3.772543408,2.2148647967235133,-3.772543408,
2025-01-20T00:00:00,-3.776117196,-3.710892087,-2.682577085,-2.200724978,-1.145549667,-2.200724978,
2025-01-20T04:00:00,-2.214290857,2.1755344141051833,-1.151826648,1.216800222814328,1.2306815023113973,1.216800222814328,
2025-01-20T08:00:00,1.3020094994307008,0.6609175627060332,1.7691293244314676,0.9903647033610089,0.083219099,0.9903647033610089,
2025-01-20T12:00:00,1.0556333177446737,-0.024824787,-0.674871111,-1.572328559,-0.802186773,-1.572328559,
2025-01-20T16:00:00,-1.524160453,-1.251894345,-2.47988481,-1.873475053,0.5266423424793372,-1.873475053,
2025-01-20T20:00:00,-1.898818053,-1.748955132,-1.712525814,-2.152566708,-0.243856897,-2.152566708,
2025-01-21T00:00:00,-2.095750812,-2.695100849,-1.750316922,-1.421005086,-0.314020146,-1.421005086,
2025-01-21T04:00:00,-1.428029119,-2.11836023,-1.114515323,-1.783552789,-0.932895289,-1.783552789,
2025-01-21T08:00:00,-1.792979023,-1.328959441,-0.88138412,-0.720860969,-0.647847061,-0.720860969,
2025-01-21T12:00:00,-0.671873997,-0.69987319,-0.46931691,-0.793535529,-0.332449031,-0.793535529,
2025-01-21T16:00:00,-0.808552877,0.12419371513291176,-0.167061809,0.6451215904628141,0.7484986018839889,0.6451215904628141,
2025-01-21T20:00:00,0.6390087706479828,-0.298469769,0.38773360888954567,-0.307681507,-0.049232522,-0.307681507,
2025-01-22T00:00:00,-0.260718046,-0.822206494,0.039318415196060275,-0.608572911,-1.026951639,-0.608572911,
2025-01-22T04:00:00,-0.634192767,-0.959225116,-0.27741667,-0.839962946,0.8224233390737375,-0.839962946,
2025-01-22T08:00:00,-0.795448085,-1.140941119,-0.475725214,-0.796246246,-0.608149989,-0.796246246,
2025-01-22T12:00:00,-0.757798254,-0.952065872,-0.954601196,-1.211306478,-0.015589416,-1.211306478,
2025-01-22T16:00:00,-1.239900663,-1.352995456,-0.933487894,-0.835399866,-0.363300369,-0.835399866,
2025-01-22T20:00:00,-0.83715689,-1.138695325,-0.685987029,-1.338598478,-0.619255229,-1.338598478,
2025-01-23T00:00:00,-1.341822547,-1.561168632,-1.452281457,-1.721266361,2.0981922835220095,-1.721266361,
2025-01-23T04:00:00,-1.708413355,-1.689090777,-1.388948234,-1.284968197,-0.281141102,-1.284968197,
2025-01-23T08:00:00,-1.282404453,-1.528941136,-1.305376361,-1.522148749,-1.063015943,-1.522148749,
2025-01-23T12:00:00,-1.46041855,0.187945823,-1.13275855,0.3027420975435456,0.48240079495020877,0.3027420975435456,
2025-01-23T16:00:00,0.3405950873330334,0.14812719017520004,-0.004115155,-0.849270344,-0.664735847,-0.849270344,
2025-01-23T20:00:00,-0.875654742,-0.31754184,-0.869907437,-0.678298461,-0.279719946,-0.678298461,
2025-01-24T00:00:00,-0.689137896,-1.329357097,-0.517956774,-0.69341589,-0.760377947,-0.69341589,
2025-01-24T04:00:00,-0.692596287,-0.494151621,-0.039756808,-0.107807111,-0.658286086,-0.107807111,
2025-01-24T08:00:00,-0.059587145,-0.414250795,0.3860881065038879,-0.08121896,-0.505333669,-0.08121896,
2025-01-24T12:00:00,-0.049593272,-0.203913963,-0.00265652,0.076060231,0.098779235,0.076060231,
2025-01-24T16:00:00,0.087679376,0.11510268983686035,0.372786176,-0.180639132,-0.253387773,-0.180639132,
2025-01-24T20:00:00,-0.194675329,-0.754037592,-0.529694205,-0.800480912,-0.075063316,-0.800480912,
2025-01-25T00:00:00,-0.755245372,-0.92501584,-0.484732891,-0.443057589,-0.675113068,-0.443057589,
2025-01-25T04:00:00,-0.437376781,-0.874247806,-0.511245635,-1.101562056,-0.492205173,-1.101562056,
2025-01-25T08:00:00,-1.078922171,-1.130736903,-0.522318419,-0.647039707,-0.165801035,-0.647039707,
2025-01-25T12:00:00,-0.57309831,-0.618092226,-0.27805711,-0.416928281,-0.335793153,-0.416928281,
2025-01-25T16:00:00,-0.291561551,-0.504683147,-0.368831113,-0.402676426,-0.215289487,-0.402676426,
2025-01-25T20:00:00,-0.305682025,-0.640611595,-0.245839005,-0.711871103,-0.111341727,-0.711871103,
2025-01-26T00:00:00,-0.637898341,-0.661448208,-0.494502294,-0.436983324,-0.112492546,-0.436983324,
2025-01-26T04:00:00,-0.369796693,-0.386045787,-0.11706157,-0.459418688,-0.349299643,-0.459418688,
2025-01-26T08:00:00,-0.430931955,-0.611931516,-0.635006319,-0.567679621,-0.287188709,-0.567679621,
2025-01-26T12:00:00,-0.57880401,-0.663759613,-0.306343261,-0.39729091,-0.252906325,-0.39729091,
2025-01-26T16:00:00,-0.364418004,-0.368837851,-0.060224449,-0.251801391,0.39743060579561507,-0.251801391,
2025-01-26T20:00:00,-0.115561354,-0.415931307,-2.583179889,-2.898310108,1.8416844998550068,-2.898310108,
2025-01-27T00:00:00,-2.921390775,-2.272347578,-3.168020366,-2.887269979,1.3969258858614406,-2.887269979,
2025-01-27T04:00:00,-2.88235774,-2.937974061,-3.708272404,-3.378289754,3.4841206788391723,-3.378289754,
2025-01-27T08:00:00,-3.362242028,-3.014185117,-2.218232846,-2.443130506,0.9261592938942068,-2.443130506,
2025-01-27T12:00:00,-2.403244558,-0.465682329,-1.539758605,-0.481627185,0.13213629381967637,-0.481627185,
2025-01-27T16:00:00,-0.519447662,-1.350536409,-1.29688415,-1.651413234,-1.294749924,-1.651413234,
2025-01-27T20:00:00,-1.598669113,-0.453690866,-0.793780197,0.13034675134483106,-0.573295772,0.13034675134483106,
2025-01-28T00:00:00,0.18528315381376861,-0.260232057,0.17053832709459316,0.1524175697603687,-0.863506706,0.1524175697603687,
2025-01-28T04:00:00,0.18393825407055978,-0.109149113,0.542897032,0.011355258950939461,-0.334843211,0.011355258950939461,
2025-01-28T08:00:00,0.024678384832329585,-0.273082266,0.13272948228278797,-0.066893872,-0.507699364,-0.066893872,
2025-01-28T12:00:00,-0.02694939,0.15651373827827988,-0.263046204,-0.09488108,3.089518341609068,-0.09488108,
2025-01-28T16:00:00,-0.067322689,-0.404234151,-0.190941381,-0.323571984,-0.996275866,-0.323571984,
2025-01-28T20:00:00,-0.392669556,-0.749769865,-1.092444222,-0.998706455,-0.381978837,-0.998706455,
2025-01-29T00:00:00,-0.966182338,-0.784393933,-0.144191023,-0.191801436,-0.648109196,-0.191801436,
2025-01-29T04:00:00,-0.256947927,-0.124513004,0.19473853498380594,0.24273689804516554,-0.196001189,0.24273689804516554,
2025-01-29T08:00:00,0.2982651925319696,-0.09467444,-0.085611148,0.054472551,0.32862723838506297,0.054472551,
2025-01-29T12:00:00,-0.017266656,-0.218399156,-0.076435586,-0.371148195,-0.771088295,-0.371148195,
2025-01-29T16:00:00,-0.397070215,0.9082991711209168,-0.151405634,0.9257179859654069,-0.452727289,0.9257179859654069,
2025-01-29T20:00:00,0.9684090727594439,1.3319164671499648,0.8714918304420722,0.7371164324317262,0.22742677575344922,0.7371164324317262,
2025-01-30T00:00:00,0.74757676,1.3564871518636177,0.8404237905562209,1.6125558198527175,-0.660527271,1.6125558198527175,
2025-01-30T04:00:00,1.5862931487925709,1.3247283370108451,1.5779102785867853,1.1451461978046324,-0.382560491,1.1451461978046324,
2025-01-30T08:00:00,1.134508333,1.0314817370177238,1.2216572373447248,1.0602826054752408,-0.060916966,1.0602826054752408,
2025-01-30T12:00:00,1.0055040393677426,1.5661670815809379,0.9261629229598772,1.1058469635141706,0.13447047216557045,1.1058469635141706,
2025-01-30T16:00:00,1.1462299068352257,0.9331751594602261,0.9237108466133708,1.0537343802582853,-0.527008533,1.0537343802582853,
2025-01-30T20:00:00,1.0680153029109127,0.7707637177795529,0.8067106730939897,0.2720936995377206,0.053526268832818386,0.2720936995377206,
2025-01-31T00:00:00,0.2848582025455347,0.090859377,0.2711499831274865,0.14483103177290912,0.522967954,0.14483103177290912,
2025-01-31T04:00:00,0.10344176126192095,0.10312087903445714,0.42941711700808877,0.16602288999619064,-0.764937148,0.16602288999619064,
2025-01-31T08:00:00,0.2066512997970591,0.23240242493332433,0.41048332761420225,0.6294483957719527,-0.463926753,0.6294483957719527,
2025-01-31T12:00:00,0.5625296640929588,1.1882324546346774,0.5640444316377209,1.0079926857145953,-0.036967644,1.0079926857145953,
2025-01-31T16:00:00,1.0399297595110297,0.6028738505846611,-0.789270778,-1.354420315,-0.051986754,-1.354420315,
2025-01-31T20:00:00,-1.397964647,-1.854581052,-0.816335808,-0.759932374,0.9380175570678648,-0.759932374,
2025-02-01T00:00:00,-0.76861391,-0.976804226,-0.28382169,-0.906867774,-0.834156284,-0.906867774,
2025-02-01T04:00:00,-0.844877444,-1.310806109,-0.499815606,-0.986677041,0.7970109533203251,-0.986677041,
2025-02-01T08:00:00,-0.98407554,-1.35271812,-1.22159683,-0.99653789,-0.454282694,-0.99653789,
2025-02-01T12:00:00,-0.963424541,-1.146555097,-0.765479521,-0.956355558,-0.259790478,-0.956355558,
2025-02-01T16:00:00,-0.909220587,-1.012519402,-1.019744637,-1.228263258,-0.324575589,-1.228263258,
2025-02-01T20:00:00,-1.288741079,-1.452570492,-1.893354681,-1.845726337,0.18670171803762364,-1.845726337,
2025-02-02T00:00:00,-1.832673455,-1.357162185,-2.267536369,-2.434445469,0.085924674,-2.434445469,
2025-02-02T04:00:00,-2.450500716,-1.815333374,-1.759079561,-1.441947876,-0.267342212,-1.441947876,
2025-02-02T08:00:00,-1.441703857,-1.649878784,-1.729916976,-1.80436516,0.6274165978227423,-1.80436516,
2025-02-02T12:00:00,-1.727692466,-1.813758003,-1.703481349,-1.079002052,1.579783128820132,-1.079002052,
2025-02-02T16:00:00,-1.108554143,-1.525890621,-2.260796773,-1.768373509,2.552025465863886,-1.768373509,
2025-02-02T20:00:00,-1.769695896,-1.775032786,-2.03404456,-1.691787739,0.8483394936036991,-1.691787739,
2025-02-03T00:00:00,-1.684407435,-0.717680166,-3.538249248,-3.035070341,1.7194895869535443,-3.035070341,
2025-02-03T04:00:00,-3.017782353,-2.943479956,-1.847488365,-1.522712387,1.848870355730286,-1.522712387,
2025-02-03T08:00:00,-1.473053979,-1.744119523,-0.712328576,-1.442214605,0.5065735896007054,-1.442214605,
2025-02-03T12:00:00,-1.414055975,0.36004372134252444,-1.096323553,0.6132535155449225,0.8860869706267616,0.6132535155449225,
2025-02-03T16:00:00,0.5760060056976986,1.196517627162615,0.7039573382287745,1.5324166175968323,0.026897034708679022,1.5324166175968323,
2025-02-03T20:00:00,1.543079841141526,1.0259236443208053,1.463514521527754,0.733280441,-1.550586884,0.733280441,
2025-02-04T00:00:00,0.7695649670833631,0.34176547110750005,0.8307785786545745,0.28597775686088517,0.072234491,0.28597775686088517,
2025-02-04T04:00:00,0.2984509187346958,0.21664969742437323,-0.295560754,-0.760683208,-1.619982252,-0.760683208,
2025-02-04T08:00:00,-0.790821173,-0.816033142,-0.211841849,-0.130611196,-1.023635392,-0.130611196,
2025-02-04T12:00:00,-0.093963774,0.14092013860235764,0.14985719588022495,0.1829459084475013,-0.2379139,0.1829459084475013,
2025-02-04T16:00:00,0.20369321348488645,0.3463419967617749,0.39848659275176046,-0.117273706,2.5616485880286692,-0.117273706,
2025-02-04T20:00:00,-0.176021824,-0.381295282,-0.906288228,-0.650614514,-0.541319498,-0.650614514,
2025-02-05T00:00:00,-0.592653366,-0.666642065,-0.043630851,-0.184951838,1.0677371686213266,-0.184951838,
2025-02-05T04:00:00,-0.236489736,-0.724038533,0.10950987632998133,-0.208807396,-1.492163281,-0.208807396,
2025-02-05T08:00:00,-0.234698117,-0.524511275,0.093873957,0.14438879007822142,-0.887183464,0.14438879007822142,
2025-02-05T12:00:00,0.18992066121266188,0.24677503017790745,0.3721517053891976,0.024825417208032993,-0.9921647,0.024825417208032993,
2025-02-05T16:00:00,-0.008812511,-0.499579907,-0.357584907,-0.407521267,0.6524993512706623,-0.407521267,
2025-02-05T20:00:00,-0.367242717,-0.650147395,-0.2738739,-0.666679384,-0.574383516,-0.666679384,
2025-02-06T00:00:00,-0.70911519,-0.608626615,0.001858886,0.050917137872841384,-0.906159247,0.050917137872841384,
2025-02-06T04:00:00,0.11132593492923881,0.2538966175018352,0.4591302407820352,0.5678641488940279,-0.757087194,0.5678641488940279,
2025-02-06T08:00:00,0.591246413,0.6256051877759361,0.746458164,0.8950491870573808,-0.747527052,0.8950491870573808,
2025-02-06T12:00:00,0.8923277085262534,0.4007061267529336,0.07119432,-0.332000295,-0.332362122,-0.332000295,
2025-02-06T16:00:00,-0.3556274,-0.687639331,-0.457989086,-0.906171771,2.212363766237461,-0.906171771,
2025-02-06T20:00:00,-0.940151713,-0.676651656,-0.188493614,-0.225060981,-1.23990138,-0.225060981,
2025-02-07T00:00:00,-0.168163391,-0.023719012,0.21649423924150188,0.3909776042157311,-0.951217475,0.3909776042157311,
2025-02-07T04:00:00,0.3556543998070371,0.036178674,0.26021826159337846,-0.209108509,-0.65960939,-0.209108509,
2025-02-07T08:00:00,-0.229367916,-0.097420838,0.2612235092894789,0.5199250885748611,-0.550532479,0.5199250885748611,
2025-02-07T12:00:00,0.5425812372718091,1.552266765211065,0.5354735597944313,0.6910792871640139,0.098654079,0.6910792871640139,
2025-02-07T16:00:00,0.7287853848830765,-0.057028143,0.1833258699045861,-0.363806925,-0.014504817,-0.363806925,
2025-02-07T20:00:00,-0.411661299,-1.000319509,-0.78635459,-0.577967816,0.027562129521468536,-0.577967816,
2025-02-08T00:00:00,-0.611024915,-0.805979502,-0.024300727,-0.332421972,-0.584638421,-0.332421972,
2025-02-08T04:00:00,-0.335049137,-0.878938465,-0.590176606,-0.758088274,-0.367540333,-0.758088274,
2025-02-08T08:00:00,-0.716055587,-0.998326313,-0.444894304,-0.683864491,-0.274164089,-0.683864491,
2025-02-08T12:00:00,-0.699439966,-0.679555877,-0.49239578,-0.85601966,-0.086392467,-0.85601966,
2025-02-08T16:00:00,-0.740645064,-0.22599903,-0.264969502,0.39225931357301186,-0.049073814,0.39225931357301186,
2025-02-08T20:00:00,0.41234925145068096,-0.197070496,0.6674989059516587,0.12242163577037117,-0.162704884,0.12242163577037117,
2025-02-09T00:00:00,0.036478848,0.5637081144796957,0.5353123265895666,1.269701961860626,-0.211986243,1.269701961860626,
2025-02-09T04:00:00,1.346478278366652,0.445610582,1.0739466386836667,0.6491338262578692,0.021453148,0.6491338262578692,
2025-02-09T08:00:00,0.6632300293830493,0.3792996942733664,0.5445322387848055,-0.102562617,3.48134E-05,-0.102562617,
2025-02-09T12:00:00,-0.240570649,-0.321129138,-0.58853198,0.10132088306739997,-0.172950944,0.10132088306739997,
2025-02-09T16:00:00,0.014758985089179994,-0.238886474,-0.107685522,-0.576686562,-0.033150939,-0.576686562,
2025-02-09T20:00:00,-0.435827141,0.091136416,-1.88537936,0.36686774311704323,1.127626189573625,0.36686774311704323,
2025-02-10T00:00:00,0.39333558371770694,0.5770803327328105,-0.395017537,0.7462837703450389,-0.163725633,0.7462837703450389,
2025-02-10T04:00:00,0.6503397351113109,1.0624476052156526,1.8759973857447385,1.4882945869025963,-0.323992293,1.4882945869025963,
2025-02-10T08:00:00,1.5110653989148903,1.2237383878342623,1.574953482969079,1.4213123163528905,-0.187170229,1.4213123163528905,
2025-02-10T12:00:00,1.4711714870498833,1.4648840466865771,1.176663255,0.5210517435087348,2.2453772181934917,0.5210517435087348,
2025-02-10T16:00:00,0.5423434096226345,0.2912804497518969,1.0080235922537322,0.8144876296460739,-0.419828843,0.8144876296460739,
2025-02-10T20:00:00,0.8285726214042238,0.3279789214617364,1.244906592785283,0.7113526926068066,1.3953706128994376,0.7113526926068066,
2025-02-11T00:00:00,0.6492733674753391,1.097613106953688,1.4035054671506086,1.0698350502148988,-0.861853705,1.0698350502148988,
2025-02-11T04:00:00,1.0661364422022528,1.3613512909789145,1.5099593824258195,1.8949766202598683,3.303534537004423,1.8949766202598683,
2025-02-11T08:00:00,1.8487972115326994,0.9657475076404964,1.6765187802635777,1.2879375403644513,-1.462851681,1.2879375403644513,
2025-02-11T12:00:00,1.2638798236184998,0.7349725458915487,-0.478228974,-0.619467329,0.3646192898507494,-0.619467329,
2025-02-11T16:00:00,-0.705223281,-0.837903158,-2.450330367,-2.87724501,2.8365444314542567,-2.87724501,
2025-02-11T20:00:00,-2.847085154,-1.029231108,-1.401555891,-0.745480106,-1.148668556,-0.745480106,
2025-02-12T00:00:00,-0.648139535,-0.948179603,-0.837245551,-1.331780476,3.0226689669888733,-1.331780476,
2025-02-12T04:00:00,-1.247817058,-0.776956183,-0.426505955,0.084768198,-0.951395956,0.084768198,
2025-02-12T08:00:00,0.010578724652397462,-0.036389096,0.5091140406944257,-0.001586321,-0.884250175,-0.001586321,
2025-02-12T12:00:00,0.059823426,-0.019315258,-1.963975431,-0.453034382,1.3727856112295247,-0.453034382,
2025-02-12T16:00:00,-0.489655404,1.647223771,-0.093782358,1.5730058172173838,-0.451769058,1.5730058172173838,
2025-02-12T20:00:00,1.5816495836005096,1.7494448664837527,1.842673936059247,1.8464362916424903,-0.838089948,1.8464362916424903,
2025-02-13T00:00:00,1.7204676134244448,1.2307550165207264,1.681645382982606,0.8615738491464642,-0.357563045,0.8615738491464642,
2025-02-13T04:00:00,0.9346357269407279,0.23670014623652622,-0.523407661,-1.17800121,1.7730313387856307,-1.17800121,
2025-02-13T08:00:00,-1.249539303,-1.652172791,-0.438103584,-0.808684553,-1.151151744,-0.808684553,
2025-02-13T12:00:00,-0.883446107,-0.763730361,-0.522427919,-0.462355964,0.3866825787574552,-0.462355964,
2025-02-13T16:00:00,-0.461942648,-0.80201444,-0.478847055,-0.845270202,-0.591238937,-0.845270202,
2025-02-13T20:00:00,-0.761743541,0.032677478,-0.023913203,0.7340675668617815,-0.55697297,0.7340675668617815,
2025-02-14T00:00:00,0.7872661009517781,0.6465708271545566,0.9274404288608006,1.0266098527998135,-0.54253323,1.0266098527998135,
2025-02-14T04:00:00,1.0036877724473756,0.5014173535185753,0.8325367239503688,0.48443553785917604,-0.583684021,0.48443553785917604,
2025-02-14T08:00:00,0.5399656829725668,0.17180758745810643,0.791047283,0.3532130529702458,-0.029388355,0.3532130529702458,
2025-02-14T12:00:00,0.24454594381238023,0.9295748318356726,0.13316336262716438,0.33447201306485785,0.7344917778095058,0.33447201306485785,
2025-02-14T16:00:00,0.23688176721071227,2.400340025861117,0.4408976632539242,1.6183064202068813,-0.423329109,1.6183064202068813,
2025-02-14T20:00:00,1.702949166077878,0.8350539319513371,0.5894113954339183,0.5731865941565507,0.052735647,0.5731865941565507,
2025-02-15T00:00:00,0.47565392333388884,0.39002008324648346,1.1199989048400727,0.8053704391811551,-0.80903338,0.8053704391811551,
2025-02-15T04:00:00,0.7511241757225253,0.26130879213751884,1.0061774958539558,0.3548967273644976,-0.464451943,0.3548967273644976,
2025-02-15T08:00:00,0.4195751233145343,0.26303073822814854,0.7903163980707774,0.6754757750427332,-0.29810522,0.6754757750427332,
2025-02-15T12:00:00,0.6229556997477319,0.5787738650299243,0.8470864591411604,0.6111348574020158,-0.43273673,0.6111348574020158,
2025-02-15T16:00:00,0.6682998447248799,0.34008506887866763,0.6467848838154108,0.48721165634517805,-0.038721367,0.48721165634517805,
2025-02-15T20:00:00,0.5218529867947798,0.2719747677952043,0.6548597344456507,0.5477304314544107,-0.459145803,0.5477304314544107,
2025-02-16T00:00:00,0.4885688974878912,0.44390568601899405,0.7597706501471201,0.4676930059596989,-0.326313758,0.4676930059596989,
2025-02-16T04:00:00,0.48111133163806435,0.226028871,0.510426974,0.17222161836103758,0.1742436801296358,0.17222161836103758,
2025-02-16T08:00:00,0.073149393,-0.090714285,0.29954655364415117,0.30297985407363126,-0.301894646,0.30297985407363126,
2025-02-16T12:00:00,0.2984020623424054,-0.140706259,-0.160269619,-0.288344753,-0.348818351,-0.288344753,
2025-02-16T16:00:00,-0.35777479,-0.277925766,-0.089343193,-0.026383986,-0.062790435,-0.026383986,
2025-02-16T20:00:00,-0.11230766,-0.149558112,-0.920014066,-1.6113504,-0.226021865,-1.6113504,
2025-02-17T00:00:00,-1.610727611,-1.336676033,-0.635240233,-0.881733229,-0.232118278,-0.881733229,
2025-02-17T04:00:00,-0.895214374,-0.622341149,-0.806029476,-1.048217983,-0.061002037,-1.048217983,
2025-02-17T08:00:00,-1.033814638,-1.270420037,-0.715691784,-0.933415275,-0.064177473,-0.933415275,
2025-02-17T12:00:00,-0.771715369,0.1977643721564334,-1.303315644,-1.371963406,0.019062822,-1.371963406,
2025-02-17T16:00:00,-1.41531043,-1.929352678,-1.533729477,-1.302967419,0.460869603,-1.302967419,
2025-02-17T20:00:00,-1.11817575,-0.479004613,-0.830780062,-0.629053361,-0.084510067,-0.629053361,
2025-02-18T00:00:00,-0.545752966,-0.517882401,-0.679233471,-0.018427274,-0.172086966,-0.018427274,
2025-02-18T04:00:00,0.094079749,-0.782785352,-1.256013659,-1.547368322,0.033055989604715036,-1.547368322,
2025-02-18T08:00:00,-1.657581545,-1.510756545,-1.382015568,-0.869756902,-0.156408242,-0.869756902,
2025-02-18T12:00:00,-0.824214787,0.4646025503996902,-1.110643392,-1.166314788,0.7538552650840978,-1.166314788,
2025-02-18T16:00:00,-1.082229936,-2.03494303,-3.459795632,-3.093470178,4.4412256888987605,-3.093470178,
2025-02-18T20:00:00,-3.111456443,-1.416103019,-1.906288164,0.2655510572547606,-1.079220316,0.2655510572547606,
2025-02-19T00:00:00,0.3664339643383268,-0.625186967,0.21674872108290819,-0.031231897,-0.875934903,-0.031231897,
2025-02-19T04:00:00,0.004895489,-0.747140786,-0.181429552,-0.184760969,-0.003908981,-0.184760969,
2025-02-19T08:00:00,-0.134309036,0.45295438424942436,0.23404401169348896,0.9530783108115777,-0.290486697,0.9530783108115777,
2025-02-19T12:00:00,0.9600070495838178,0.9165364614354674,0.3303546988983198,-0.042405522,0.6040765280164331,-0.042405522,
2025-02-19T16:00:00,-0.006151192,0.2895346016899081,0.069414734,0.4862902256363712,-0.365139539,0.4862902256363712,
2025-02-19T20:00:00,0.36666191470299375,1.2818811026712666,0.9855298240333736,1.2518411858537413,-0.288317012,1.2518411858537413,
2025-02-20T00:00:00,1.361618610829782,1.9158842903147868,1.3108133357076082,1.6676730152569736,-0.280497096,1.6676730152569736,
2025-02-20T04:00:00,1.4930278781193038,1.3929333924516674,1.4597537628245874,1.0187425333895344,-0.231742118,1.0187425333895344,
2025-02-20T08:00:00,0.9300225807275485,1.3835687743130134,1.3175921507265078,1.4457188538700394,-0.196078052,1.4457188538700394,
2025-02-20T12:00:00,1.5635166216610628,2.400213343638621,1.2303146612825306,0.7009790876450043,1.6227544610449394,0.7009790876450043,
2025-02-20T16:00:00,0.7245574064087364,2.469075488046902,1.1607213335845847,2.982503898536835,-0.236483462,2.982503898536835,
