timestamp,action,units,price,pnl,reason,portfolio_value
2019-04-01,Buy,1.0739099599729607,4687.29,0.0,Weak Bull Signal,100000.0
2019-04-02,Sell,-0.49548276323992224,4916.96,113.79752623331298,Weak Bull Signal,100360.44242674031
2019-04-03,Sell,-0.5784271967330384,4975.97,166.98036315289423,Weak Bull Signal,100561.55577877241
2023-01-13,Buy,0.04086049891079493,20843.55,0.0,Weak Bull Signal,100561.55577877241
2023-01-14,Sell,-0.04086049891079493,20752.7,-3.7121763260456597,Weak Bull Signal,100554.13142612031
