,timestamp,close,regime,mss,atr,position_units,position_fraction,target_fraction,cash,portfolio_value,returns,stop_loss
0,2017-10-14,5819.13,Weak Bull,31.142454535507074,270.230909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
1,2017-10-15,5608.01,Weak Bull,29.09909826116752,281.29545454545445,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
2,2017-10-16,5671.01,Weak Bull,28.676720457013985,276.4572727272726,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
3,2017-10-17,5530.01,Weak Bull,26.13723980923083,289.52636363636356,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
4,2017-10-18,5574.44,Weak Bull,24.915302416558884,322.8890909090908,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
5,2017-10-19,5694.2,Weak Bull,24.947616923120087,316.6936363636363,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
6,2017-10-20,5989.1,Weak Bull,26.032012595869976,330.9727272727272,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
7,2017-10-21,5805.01,Weak Bull,23.725277667150202,336.1263636363636,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
8,2017-10-22,6010.0,Weak Bull,24.090478570273007,349.30818181818177,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
9,2017-10-23,5632.83,Weak Bull,21.415290364947182,296.67272727272723,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
10,2017-10-24,5525.43,Weak Bull,20.515798998969963,292.38272727272727,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
11,2017-10-25,5759.99,Weak Bull,22.53545967309798,292.16727272727263,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
12,2017-10-26,5891.61,Weak Bull,23.458402520927674,300.08181818181816,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
13,2017-10-27,5780.0,Weak Bull,22.37817723502177,305.28363636363633,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
14,2017-10-28,5794.01,Weak Bull,22.400904147396187,293.2,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
15,2017-10-29,6140.5,Weak Bull,25.15696898801926,282.25272727272727,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
16,2017-10-30,6124.16,Weak Bull,24.667185722667703,285.11181818181814,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
17,2017-10-31,6371.04,Weak Bull,26.86229730676458,276.3163636363636,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
18,2017-11-01,6951.0,Weak Bull,30.468719059430278,306.86363636363626,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
19,2017-11-02,7039.98,Weak Bull,29.620436679683177,345.97909090909087,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
20,2017-11-03,7170.01,Weak Bull,30.017163005237634,342.34363636363634,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
21,2017-11-04,7448.78,Weak Bull,31.03681057733548,340.62363636363625,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
22,2017-11-05,7319.1,Weak Bull,28.89789551839502,351.5599999999999,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
23,2017-11-06,7140.0,Weak Bull,26.762663297318426,356.25909090909084,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
24,2017-11-07,7396.49,Weak Bull,27.364875517183727,364.1945454545454,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
25,2017-11-08,7467.96,Weak Bull,25.682811496739113,435.8663636363636,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
26,2017-11-09,7227.92,Weak Bull,23.548389369014227,431.50181818181824,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
27,2017-11-10,6577.62,Neutral,19.033734967972435,489.8654545454546,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
28,2017-11-11,5850.98,Neutral,14.753663646576959,547.0818181818182,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
29,2017-11-12,5886.35,Neutral,14.554604062038194,579.6327272727274,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
30,2017-11-13,6535.87,Neutral,17.50302021776804,605.0727272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
31,2017-11-14,6854.01,Neutral,19.093730281487517,602.9927272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
32,2017-11-15,7220.08,Weak Bull,20.921649156195173,616.2745454545455,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
33,2017-11-16,7838.53,Weak Bull,23.51915777404689,650.4045454545455,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
34,2017-11-17,7714.71,Weak Bull,23.138968344285445,658.429090909091,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
35,2017-11-18,7783.0,Weak Bull,23.823225969107106,640.0336363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
36,2017-11-19,8021.9,Weak Bull,25.715157687211114,587.5854545454546,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
37,2017-11-20,8075.0,Weak Bull,25.910861291564814,601.2854545454546,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
38,2017-11-21,8170.04,Weak Bull,26.877370063550092,540.0127272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
39,2017-11-22,8250.0,Weak Bull,27.31874849166686,469.2736363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
40,2017-11-23,8031.16,Weak Bull,25.60875961323169,401.4509090909091,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
41,2017-11-24,8253.55,Weak Bull,26.555283502572735,336.28363636363645,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
42,2017-11-25,9040.0,Weak Bull,29.752185896978823,378.04000000000013,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
43,2017-11-26,9710.0,Weak Bull,32.07620236306964,402.4954545454547,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
44,2017-11-27,9768.71,Weak Bull,32.548715897779005,365.37636363636375,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
45,2017-11-28,10110.5,Weak Bull,31.82998494370547,430.91090909090923,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
46,2017-11-29,9935.98,Weak Bull,26.282070334425562,684.1209090909092,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
47,2017-11-30,9903.0,Weak Bull,24.71105263856565,780.5745454545456,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
48,2017-12-01,10869.84,Weak Bull,26.36574829173101,864.0172727272728,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
49,2017-12-02,11063.88,Weak Bull,26.277280662885495,873.0318181818183,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
50,2017-12-03,11445.01,Weak Bull,26.484737606244426,897.5118181818183,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
51,2017-12-04,11643.98,Weak Bull,25.87075623259053,940.3418181818182,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
52,2017-12-05,12299.99,Weak Bull,26.37519593862146,978.32,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
53,2017-12-06,14397.0,Weak Bull,29.557204591681263,1092.28,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
54,2017-12-07,16217.0,Weak Bull,30.310074378809425,1335.160909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
55,2017-12-08,16367.03,Weak Bull,28.000284455043563,1589.6172727272728,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
56,2017-12-09,15309.98,Weak Bull,24.933367198368607,1740.2781818181816,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
57,2017-12-10,15290.01,Weak Bull,24.469507578851903,1704.7827272727272,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
58,2017-12-11,16765.99,Weak Bull,25.69697365157997,1742.6581818181817,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
59,2017-12-12,17730.12,Weak Bull,26.280732240082287,1748.4254545454548,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
60,2017-12-13,16689.61,Weak Bull,23.242778776530827,1912.7500000000002,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
61,2017-12-14,17437.96,Weak Bull,23.152515926647375,1981.079090909091,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
62,2017-12-15,17824.99,Weak Bull,22.905035144765254,1954.8927272727276,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
63,2017-12-16,19535.95,Weak Bull,23.87493357901057,2061.1663636363637,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
64,2017-12-17,19141.57,Weak Bull,22.9392305985732,1991.5800000000002,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
65,2017-12-18,19039.01,Weak Bull,23.264068877271946,1769.926363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
66,2017-12-19,16661.34,Neutral,19.064798265233907,1941.017272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
67,2017-12-20,16870.01,Neutral,19.35364260434362,1772.045454545455,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
68,2017-12-21,14307.86,Neutral,14.457353803785324,1922.8645454545454,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
