,timestamp,close,regime,mss,atr,position_units,position_fraction,target_fraction,cash,portfolio_value,returns,stop_loss
69,2017-12-22,14210.57,Neutral,13.11756750078667,2224.9527272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
70,2017-12-23,15075.89,Neutral,13.975843283542899,2320.4990909090907,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
71,2017-12-24,14221.94,Neutral,12.576955948210841,2304.0590909090906,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
72,2017-12-25,15366.36,Neutral,14.161798215371439,2334.0036363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
73,2017-12-26,16439.99,Neutral,15.763605827205797,2398.705454545454,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
74,2017-12-27,13880.0,Neutral,12.049470811349117,2472.7018181818185,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
75,2017-12-28,14450.01,Neutral,13.724609243143359,2446.832727272727,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
76,2017-12-29,14007.99,Neutral,13.795570219612927,2455.5863636363633,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
77,2017-12-30,12917.62,Neutral,13.686026916971947,2122.5118181818184,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
78,2017-12-31,13863.13,Neutral,15.501068124624574,2178.959090909091,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
79,2018-01-01,13194.02,Neutral,15.604402037551631,1891.3218181818183,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
80,2018-01-02,15098.88,Neutral,19.80607850724899,1610.8545454545456,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
81,2018-01-03,15098.14,Weak Bull,20.526159502960724,1452.7636363636366,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
82,2018-01-04,15038.0,Weak Bull,21.04823077120911,1315.599090909091,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
83,2018-01-05,16594.08,Weak Bull,24.04462115701544,1353.9827272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
84,2018-01-06,17098.99,Weak Bull,25.525573752276554,1335.7418181818184,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
85,2018-01-07,15862.9,Weak Bull,23.729420210922214,1240.1963636363637,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
86,2018-01-08,14993.74,Weak Bull,21.480414780799677,1321.1072727272729,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
87,2018-01-09,14227.0,Neutral,19.78563249252783,1314.908181818182,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
88,2018-01-10,13193.72,Neutral,17.11186150370625,1387.2536363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
89,2018-01-11,13308.06,Neutral,16.781012277524983,1359.8045454545454,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
90,2018-01-12,13820.0,Neutral,17.352853672385017,1339.6927272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
91,2018-01-13,14187.95,Neutral,18.117672773247847,1219.2509090909093,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
92,2018-01-14,13600.0,Neutral,16.880926575791957,1219.2463636363639,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
93,2018-01-15,13149.9,Neutral,15.884289303173194,1269.7027272727275,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
94,2018-01-16,11148.07,Neutral,11.613525234388918,1328.1627272727276,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
95,2018-01-17,11200.01,Neutral,12.332994350815671,1483.265454545455,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
96,2018-01-18,11305.53,Neutral,13.478412729454798,1469.438181818182,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
97,2018-01-19,11498.99,Neutral,14.852203698710536,1375.677272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
98,2018-01-20,12107.99,Neutral,16.70950556734461,1402.3327272727274,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
99,2018-01-21,11455.0,Neutral,15.991448602532902,1283.5145454545457,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
100,2018-01-22,10766.7,Neutral,14.467038455576146,1333.2127272727275,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
101,2018-01-23,10824.94,Neutral,14.812378734489949,1392.5063636363639,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
102,2018-01-24,11487.28,Neutral,16.928699882040778,1409.3300000000002,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
103,2018-01-25,11287.8,Neutral,17.388228623557175,1382.980909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
104,2018-01-26,11086.89,Neutral,17.572332623030224,1397.79,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
105,2018-01-27,11531.01,Neutral,19.728684990613385,1211.7036363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
106,2018-01-28,11536.0,Weak Bull,20.611179784768595,1013.2600000000001,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
107,2018-01-29,10940.01,Neutral,19.22576608696218,949.360909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
108,2018-01-30,9870.49,Neutral,16.16972020611423,988.4827272727272,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
109,2018-01-31,10049.98,Neutral,17.099374016299123,901.7954545454545,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
110,2018-02-01,8527.02,Neutral,12.791142603042575,964.2481818181818,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
111,2018-02-02,8787.52,Neutral,13.633937704153578,939.3463636363635,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
112,2018-02-03,9277.75,Neutral,15.328317226360586,854.570909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
113,2018-02-04,8197.45,Neutral,12.016491197650286,902.9972727272726,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
114,2018-02-05,6389.09,Neutral,5.998310404310956,1067.3690909090908,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
115,2018-02-06,7455.0,Neutral,10.03137343293725,1099.7209090909091,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
116,2018-02-07,7971.23,Neutral,12.382048317914721,1119.3845454545453,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
117,2018-02-08,7875.01,Neutral,13.150150844172035,1122.8590909090906,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
118,2018-02-09,8860.07,Neutral,17.11203524188305,1156.7636363636361,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
119,2018-02-10,8112.16,Neutral,16.157162104830423,1113.1799999999996,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
120,2018-02-11,8362.7,Neutral,17.562930306910857,1128.2499999999998,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
121,2018-02-12,8616.98,Neutral,19.48737343719808,1038.461818181818,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
122,2018-02-13,8823.53,Weak Bull,21.152024215037056,927.5445454545453,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
123,2018-02-14,9700.0,Weak Bull,23.837219636159986,966.6018181818177,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
124,2018-02-15,10031.23,Weak Bull,25.62882243056925,907.5072727272723,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
125,2018-02-16,10555.42,Weak Bull,28.358838534545463,749.9227272727268,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
126,2018-02-17,10483.99,Weak Bull,27.79015473967012,694.293636363636,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
127,2018-02-18,10380.04,Weak Bull,26.67919246705926,691.1654545454542,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
128,2018-02-19,11437.04,Weak Bull,28.75604527286482,748.3972727272723,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
129,2018-02-20,10824.54,Weak Bull,26.396111438966244,719.4054545454543,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
130,2018-02-21,10454.27,Weak Bull,24.34973907500538,725.8099999999998,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
131,2018-02-22,9830.0,Weak Bull,21.086558085315584,790.2381818181816,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
132,2018-02-23,10445.44,Weak Bull,22.151385966781337,799.4963636363634,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
133,2018-02-24,9688.62,Neutral,18.78199309947814,871.000909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
134,2018-02-25,9624.71,Neutral,18.20085489161692,808.3090909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
135,2018-02-26,10305.56,Weak Bull,20.154461337365095,809.9072727272728,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
136,2018-02-27,10940.0,Weak Bull,22.09357832467991,819.6945454545456,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
137,2018-02-28,10307.27,Weak Bull,20.16143136186893,816.2445454545455,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
138,2018-03-01,10983.51,Weak Bull,22.254511980126168,825.5836363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
139,2018-03-02,11305.04,Weak Bull,24.01712011334841,758.718181818182,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
140,2018-03-03,11199.99,Weak Bull,24.268680437113325,717.7363636363636,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
141,2018-03-04,11506.0,Weak Bull,25.767165813836364,669.4636363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
142,2018-03-05,11298.05,Weak Bull,25.293390005906573,592.3063636363637,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
143,2018-03-06,10664.99,Weak Bull,22.412131596124667,591.7554545454547,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
144,2018-03-07,9925.0,Neutral,18.997130569584158,608.8881818181818,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
145,2018-03-08,8499.9,Neutral,13.370719363774684,720.8436363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
146,2018-03-09,9255.0,Neutral,15.750760696759682,739.3627272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
147,2018-03-10,8839.96,Neutral,14.334742495424425,746.1418181818182,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
148,2018-03-11,9550.01,Neutral,17.017892730044853,753.0590909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
149,2018-03-12,9381.33,Neutral,16.687219783765332,729.7209090909091,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
150,2018-03-13,9092.01,Neutral,16.21722851552295,722.2518181818182,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
151,2018-03-14,7917.0,Neutral,12.590886631708376,814.5945454545455,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
152,2018-03-15,8259.99,Neutral,14.62446218006642,845.0472727272728,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
153,2018-03-16,8275.0,Neutral,15.68216055853434,861.7045454545455,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
154,2018-03-17,7588.0,Neutral,14.2849084602495,867.6972727272728,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
155,2018-03-18,8192.0,Neutral,17.231743230451972,839.3090909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
156,2018-03-19,8457.99,Neutral,18.89695720624043,750.0654545454545,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
157,2018-03-20,9060.9,Weak Bull,21.41416685576236,724.2627272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
158,2018-03-21,8891.81,Weak Bull,21.233209399312805,696.080909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
159,2018-03-22,8412.06,Neutral,19.946184173629586,668.0527272727271,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
160,2018-03-23,8940.38,Weak Bull,22.58240736452029,665.2781818181816,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
161,2018-03-24,8531.34,Weak Bull,21.349428362188313,682.9754545454543,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
162,2018-03-25,8438.92,Weak Bull,21.639427510197887,574.7327272727271,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
163,2018-03-26,7770.0,Neutral,18.5286258777527,569.9981818181816,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
164,2018-03-27,7793.61,Neutral,18.584980754903288,555.4854545454544,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
165,2018-03-28,7600.0,Neutral,17.381579561815446,522.1218181818181,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
166,2018-03-29,6704.79,Neutral,12.689568752060003,520.0463636363635,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
167,2018-03-30,7020.0,Neutral,14.399574727027392,515.5818181818181,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
168,2018-03-31,6938.72,Neutral,14.418658623231632,466.42636363636353,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
169,2018-04-01,6816.01,Neutral,14.705048682344843,476.230909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
170,2018-04-02,7370.0,Neutral,18.504923534446927,476.70454545454544,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
171,2018-04-03,7424.9,Neutral,19.851643272448946,449.4654545454545,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
172,2018-04-04,6780.02,Neutral,17.18149819221994,482.670909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
173,2018-04-05,6785.85,Neutral,18.133222279193244,495.4681818181817,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
174,2018-04-06,6842.4,Neutral,19.294791509836635,460.28636363636355,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
175,2018-04-07,6969.0,Weak Bull,20.699964236157477,441.0145454545454,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
176,2018-04-08,7135.13,Weak Bull,22.319668823498635,426.1990909090908,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
177,2018-04-09,6760.24,Weak Bull,20.385459490038908,376.26909090909083,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
178,2018-04-10,6827.98,Weak Bull,20.9315403235983,344.9554545454545,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
179,2018-04-11,6960.0,Weak Bull,21.89003771677094,343.82454545454544,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
180,2018-04-12,7814.0,Weak Bull,26.811238488435173,387.0354545454545,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
181,2018-04-13,7893.19,Weak Bull,27.412279044949447,377.8627272727272,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
182,2018-04-14,8105.15,Weak Bull,28.799856167251207,378.04,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
183,2018-04-15,8138.78,Weak Bull,29.771198186466027,327.3781818181819,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
184,2018-04-16,8048.93,Weak Bull,28.47630941731658,321.0772727272728,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
185,2018-04-17,7924.99,Weak Bull,26.96715040554403,309.6227272727274,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
186,2018-04-18,8185.22,Weak Bull,27.80002146765968,327.469090909091,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
187,2018-04-19,8260.0,Weak Bull,27.57676980471499,329.24636363636364,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
188,2018-04-20,8866.27,Weak Bull,30.111051515275065,356.1272727272728,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
189,2018-04-21,8915.42,Weak Bull,28.507407108128564,386.9827272727273,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
190,2018-04-22,8855.0,Weak Bull,26.911718921599732,387.7372727272727,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
191,2018-04-23,9256.55,Weak Bull,29.73255601235217,333.60181818181815,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
192,2018-04-24,9298.99,Weak Bull,28.8717028110987,349.0545454545454,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
193,2018-04-25,8865.98,Weak Bull,24.741386258308122,404.02363636363623,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
194,2018-04-26,9203.02,Weak Bull,26.07803302246154,416.00181818181807,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
195,2018-04-27,9121.82,Weak Bull,24.908752535803167,425.71090909090896,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
196,2018-04-28,9329.99,Weak Bull,25.13245717553691,443.990909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
197,2018-04-29,9269.0,Weak Bull,24.213013629410753,430.6354545454544,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
198,2018-04-30,9243.83,Weak Bull,23.40925926635844,430.82454545454544,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
199,2018-05-01,9071.99,Weak Bull,22.286697952513443,388.77636363636356,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
200,2018-05-02,9255.11,Weak Bull,23.349655172273714,369.670909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
201,2018-05-03,9725.74,Weak Bull,25.435974501903132,416.980909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
202,2018-05-04,9825.05,Weak Bull,26.0656060754355,395.6445454545453,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
203,2018-05-05,9800.01,Weak Bull,26.398156796036343,347.8199999999999,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
204,2018-05-06,9309.99,Weak Bull,22.744442708029236,322.23181818181814,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
205,2018-05-07,9410.57,Weak Bull,23.386102879323968,296.99545454545444,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
206,2018-05-08,9054.99,Weak Bull,20.395924329119843,307.08363636363623,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
207,2018-05-09,9291.7,Weak Bull,22.233424565911836,300.53909090909076,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
208,2018-05-10,8948.51,Neutral,19.62825869480836,320.420909090909,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0
